s,x,y,z,tx,ty,tz,area,coverage,width,height,eta,d_eq,z_floor,z_ceil,n_pts
173.0000,1370.3881,723.1125,219.2844,-0.0331,0.9993,-0.0148,56.9301,1.0000,10.1448,9.1409,1.2906,8.5139,215.4372,224.7793,12572
174.0000,1370.3642,724.0029,219.2745,-0.0207,0.9998,-0.0076,56.1133,1.0000,10.0787,8.9964,1.2649,8.4526,215.3955,224.7710,13186
175.0000,1370.3511,724.8948,219.2704,-0.0088,1.0000,-0.0019,53.2646,1.0000,10.0217,8.8194,1.2675,8.2352,215.3376,224.3179,12815
176.0000,1370.3484,725.7884,219.2708,0.0027,1.0000,0.0024,49.6616,1.0000,10.2575,8.3904,1.2925,7.9518,215.2661,224.1771,11137
177.0000,1370.3557,726.6836,219.2742,0.0137,0.9999,0.0051,45.1965,1.0000,10.3259,8.0715,1.3994,7.5859,215.3129,223.6609,10546
178.0000,1370.3728,727.5804,219.2794,0.0242,0.9997,0.0063,49.4486,1.0000,10.4283,7.8645,1.3283,7.9347,215.2877,223.4151,12116
179.0000,1370.3991,728.4788,219.2851,0.0343,0.9994,0.0061,53.2454,1.0000,10.6261,8.0477,1.3497,8.2337,215.0285,223.2321,12845
180.0000,1370.4343,729.3788,219.2899,0.0439,0.9990,0.0043,60.3655,1.0000,11.9114,8.2580,1.4719,8.7670,214.8730,223.2328,11798
181.0000,1370.4780,730.2803,219.2925,0.0530,0.9986,0.0011,61.1694,1.0000,13.0633,8.5535,1.6017,8.8252,214.6075,223.3668,12420
182.0000,1370.5299,731.1835,219.2915,0.0616,0.9981,-0.0035,62.8906,1.0000,13.7659,9.1251,1.6460,8.9485,214.1372,223.4343,13334
183.0000,1370.5896,732.0883,219.2857,0.0699,0.9975,-0.0096,61.3708,1.0000,14.4385,9.8286,1.7290,8.8397,213.5436,223.5924,14338
184.0000,1370.6566,732.9947,219.2737,0.0776,0.9968,-0.0171,62.7445,1.0000,14.9732,11.6805,1.8256,8.9381,212.0117,223.9631,16224
185.0000,1370.7307,733.9027,219.2541,0.0849,0.9961,-0.0260,65.8982,1.0000,16.9236,13.6545,2.0650,9.1599,210.3460,224.4149,18589
186.0000,1370.8113,734.8123,219.2257,0.0917,0.9951,-0.0364,65.3450,1.0000,17.0049,14.3769,2.0810,9.1214,210.1419,224.7806,17376
187.0000,1370.8983,735.7235,219.1872,0.0980,0.9940,-0.0481,60.9891,1.0000,24.4882,18.7738,2.1999,8.8121,205.9826,224.9787,15098
188.0000,1370.9907,736.6361,219.1374,0.1028,0.9929,-0.0604,60.7372,1.0000,25.4842,18.6745,2.3151,8.7939,206.3542,225.2489,14274
189.0000,1371.0867,737.5499,219.0760,0.1055,0.9917,-0.0729,58.7672,1.0000,25.8369,18.1787,2.7483,8.6501,206.9671,225.2778,14228
190.0000,1371.1845,738.4643,219.0030,0.1061,0.9907,-0.0856,60.4826,1.0000,25.4685,17.9948,2.6434,8.7755,207.3219,225.4817,13819
191.0000,1371.2820,739.3790,218.9180,0.1046,0.9896,-0.0985,60.9745,1.0000,10.8170,9.7558,1.7619,8.8111,215.7046,225.6586,12025
192.0000,1371.3772,740.2935,218.8209,0.1011,0.9886,-0.1116,59.8028,1.0000,10.4912,9.5342,1.5654,8.7260,215.9649,225.9428,12575
193.0000,1371.4682,741.2073,218.7115,0.0954,0.9875,-0.1251,57.0517,1.0000,9.8338,9.5748,1.4106,8.5229,216.0027,225.8916,12901
194.0000,1371.5531,742.1201,218.5895,0.0877,0.9864,-0.1387,56.7197,1.0000,9.8784,9.4435,1.5212,8.4981,216.0455,225.8497,11579
195.0000,1371.6298,743.0314,218.4548,0.0779,0.9852,-0.1527,55.8515,1.0000,9.7662,8.9746,1.3933,8.4328,216.2134,225.7289,12395
196.0000,1371.6965,743.9408,218.3072,0.0660,0.9838,-0.1669,53.6759,1.0000,9.8244,9.1243,1.3625,8.2669,216.1713,225.9137,13318
197.0000,1371.7510,744.8479,218.1465,0.0519,0.9820,-0.1815,53.7154,1.0000,9.9767,8.8146,1.4148,8.2700,216.1247,225.7472,13045
198.0000,1371.7915,745.7521,217.9724,0.0357,0.9799,-0.1962,53.2340,1.0000,9.9138,8.8758,1.4336,8.2328,215.9573,225.0153,12696
199.0000,1371.8160,746.6532,217.7849,0.0172,0.9773,-0.2112,51.5745,1.0000,9.6130,9.5709,1.4267,8.1035,215.1527,224.8642,13333
200.0000,1371.8226,747.5506,217.5836,-0.0034,0.9740,-0.2265,50.0967,1.0000,9.5702,9.6737,1.3955,7.9866,214.7159,224.9084,15059
201.0000,1371.8092,748.4440,217.3684,-0.0261,0.9700,-0.2419,48.7350,1.0000,8.7962,9.4285,1.3460,7.8773,214.4228,224.6720,14501
202.0000,1371.7739,749.3328,217.1390,-0.0510,0.9650,-0.2574,47.8182,1.0000,8.3150,9.4958,1.3071,7.8028,214.1059,223.6347,12189
203.0000,1371.7148,750.2167,216.8954,-0.0780,0.9589,-0.2729,48.0870,1.0000,8.6012,9.5660,1.2204,7.8247,213.7812,223.4159,12525
204.0000,1371.6298,751.0953,216.6373,-0.1071,0.9515,-0.2884,50.3699,1.0000,8.7233,9.8276,1.2597,8.0083,213.1979,223.1366,13334
205.0000,1371.5171,751.9681,216.3644,-0.1380,0.9427,-0.3038,50.8978,1.0000,8.7200,9.6264,1.2855,8.0502,213.0099,222.6258,11452
206.0000,1371.3746,752.8346,216.0766,-0.1707,0.9323,-0.3189,49.6228,1.0000,8.6481,9.2567,1.1171,7.9487,212.6981,221.9944,11411
207.0000,1371.2003,753.6945,215.7738,-0.2050,0.9202,-0.3336,49.3722,1.0000,8.4576,9.1114,1.1152,7.9286,212.3450,221.5295,11576
208.0000,1370.9924,754.5473,215.4556,-0.2406,0.9062,-0.3478,46.0743,1.0000,8.6628,9.1713,1.1529,7.6592,211.8196,221.0545,12002
209.0000,1370.7490,755.3927,215.1221,-0.2763,0.8908,-0.3606,46.2941,1.0000,8.8490,9.1859,1.1429,7.6775,211.4210,220.6023,11974
210.0000,1370.4713,756.2308,214.7753,-0.3086,0.8764,-0.3697,47.2385,1.0000,8.9866,9.9581,1.2296,7.7554,210.3123,220.2885,12000
211.0000,1370.1620,757.0626,214.4190,-0.3375,0.8634,-0.3750,46.0774,1.0000,9.0311,9.8652,1.2131,7.6595,210.0662,219.7404,12979
212.0000,1369.8242,757.8887,214.0566,-0.3633,0.8521,-0.3768,43.8202,1.0000,8.4795,9.6459,1.1951,7.4695,209.7050,219.2231,12189
213.0000,1369.4608,758.7099,213.6917,-0.3861,0.8426,-0.3754,40.2290,1.0000,7.7536,9.1701,1.1408,7.1569,209.2340,218.5287,11471
214.0000,1369.0746,759.5270,213.3281,-0.4062,0.8352,-0.3708,39.5391,1.0000,7.8125,9.0713,1.0522,7.0953,208.8490,217.8778,11800
215.0000,1368.6688,760.3407,212.9692,-0.4238,0.8298,-0.3630,42.0026,1.0000,7.8048,9.4881,1.1128,7.3130,208.2867,217.6971,11256
216.0000,1368.2461,761.1518,212.6186,-0.4389,0.8266,-0.3523,43.4743,1.0000,7.8027,9.7765,1.1753,7.4400,207.8074,217.4460,11046
217.0000,1367.8095,761.9609,212.2800,-0.4518,0.8255,-0.3384,45.2452,1.0000,8.1295,9.6875,1.1630,7.5900,207.4998,217.1232,10845
218.0000,1367.3619,762.7690,211.9567,-0.4626,0.8260,-0.3220,44.3941,1.0000,8.1055,9.5422,1.1123,7.5183,207.3403,216.7682,10876
219.0000,1366.9053,763.5769,211.6503,-0.4717,0.8274,-0.3050,45.7119,1.0000,7.5926,9.7337,1.2295,7.6290,206.5146,216.2094,10908
220.0000,1366.4411,764.3855,211.3611,-0.4791,0.8294,-0.2875,47.1203,0.9861,7.1786,9.7514,1.2938,7.7457,206.2971,215.9834,9910
221.0000,1365.9709,765.1957,211.0894,-0.4848,0.8321,-0.2695,50.0135,0.9861,7.5892,9.7740,1.2306,7.9799,206.1478,215.9094,9771
222.0000,1365.4962,766.0085,210.8357,-0.4889,0.8355,-0.2510,52.5017,0.9861,8.7871,9.9090,1.2190,8.1760,205.8369,215.7608,9601
223.0000,1365.0184,766.8248,210.6003,-0.4912,0.8396,-0.2320,54.8313,0.9861,9.3680,10.1549,1.1711,8.3554,205.4214,215.5320,10076
224.0000,1364.5391,767.6455,210.3836,-0.4918,0.8443,-0.2126,54.8748,0.9861,9.6890,9.7236,1.0608,8.3588,205.5273,215.3169,10403
225.0000,1364.0598,768.4717,210.1859,-0.4907,0.8497,-0.1927,54.9310,1.0000,10.0017,9.4325,1.1910,8.3630,205.3532,214.9265,11468
226.0000,1363.5819,769.3041,210.0077,-0.4879,0.8557,-0.1724,54.6737,1.0000,10.4970,9.1760,1.3862,8.3434,205.3455,214.7546,12846
227.0000,1363.1070,770.1438,209.8492,-0.4833,0.8622,-0.1517,53.3534,1.0000,11.2698,9.2187,1.4593,8.2421,205.3338,214.6808,12576
228.0000,1362.6366,770.9917,209.7109,-0.4769,0.8692,-0.1306,49.7614,1.0000,11.2344,9.0374,1.5832,7.9598,205.3409,214.5429,12474
229.0000,1362.1721,771.8487,209.5932,-0.4689,0.8765,-0.1093,48.2220,1.0000,11.0929,8.7355,1.5629,7.8357,205.3735,214.2725,12655
230.0000,1361.7145,772.7151,209.4953,-0.4606,0.8830,-0.0900,44.0387,1.0000,10.4064,8.7643,1.5077,7.4881,205.1800,214.1488,13133
231.0000,1361.2634,773.5898,209.4146,-0.4531,0.8884,-0.0739,44.9347,1.0000,9.5096,9.3639,1.4394,7.5639,205.1280,214.8577,14513
232.0000,1360.8184,774.4712,209.3481,-0.4464,0.8928,-0.0609,45.8996,1.0000,9.2071,9.0666,1.1815,7.6447,205.4900,214.8590,11786
233.0000,1360.3788,775.3582,209.2929,-0.4404,0.8963,-0.0510,43.8715,1.0000,8.7177,8.8127,1.1652,7.4739,205.6408,214.6199,10809
234.0000,1359.9443,776.2493,209.2459,-0.4354,0.8992,-0.0442,21.9568,1.0000,8.7779,7.8801,1.2229,5.2874,206.0433,214.3118,12022
235.0000,1359.5142,777.1431,209.2041,-0.4311,0.9014,-0.0404,19.2901,1.0000,8.8393,7.0297,1.3921,4.9559,206.5219,213.6824,11241
236.0000,1359.0881,778.0385,209.1646,-0.4278,0.9030,-0.0397,20.7523,1.0000,9.1703,6.9611,1.4801,5.1403,206.4953,213.5550,11761
237.0000,1358.6654,778.9339,209.1244,-0.4253,0.9041,-0.0420,15.8300,1.0000,9.3971,7.4888,1.5024,4.4895,205.9491,212.9987,12233
238.0000,1358.2458,779.8280,209.0805,-0.4238,0.9045,-0.0473,25.9067,1.0000,9.9532,7.7592,1.6793,5.7433,205.4979,213.5115,10579
239.0000,1357.8285,780.7195,209.0299,-0.4230,0.9044,-0.0558,28.7366,1.0000,10.0498,8.2627,1.8666,6.0488,204.9965,213.2926,9381
240.0000,1357.4132,781.6070,208.9697,-0.4232,0.9035,-0.0674,33.6819,1.0000,10.0257,8.9927,1.8843,6.5487,204.6634,213.8192,9603
241.0000,1356.9993,782.4892,208.8969,-0.4241,0.9019,-0.0823,34.5674,1.0000,9.9684,9.3849,1.7810,6.6342,204.2166,213.7633,10404
242.0000,1356.5864,783.3647,208.8084,-0.4257,0.8993,-0.1004,48.9395,1.0000,10.3423,9.5372,1.6877,7.8938,204.0841,213.7241,12532
243.0000,1356.1738,784.2322,208.7013,-0.4281,0.8955,-0.1218,46.1293,1.0000,10.3630,9.6964,1.6838,7.6638,203.9745,213.9223,12923
244.0000,1355.7612,785.0902,208.5726,-0.4310,0.8904,-0.1466,38.3558,1.0000,10.1281,9.9090,1.9267,6.9883,203.9060,214.0782,13561
245.0000,1355.3479,785.9375,208.4194,-0.4344,0.8836,-0.1748,22.8302,1.0000,10.0049,9.8948,2.1188,5.3915,204.1818,214.1941,14484
246.0000,1354.9335,786.7727,208.2386,-0.4382,0.8748,-0.2064,5.4361,1.0000,10.8030,9.7228,2.0624,2.6309,204.2764,214.0854,15174
247.0000,1354.5175,787.5945,208.0273,-0.4422,0.8638,-0.2413,31.3020,1.0000,10.8765,9.9821,2.0688,6.3131,203.6811,213.8516,15503
248.0000,1354.0993,788.4014,207.7825,-0.4462,0.8502,-0.2794,16.5116,1.0000,10.9679,10.3349,2.1653,4.5851,203.3794,213.6049,14935
249.0000,1353.6785,789.1923,207.5016,-0.4501,0.8342,-0.3187,14.5062,1.0000,10.7150,10.3829,2.2398,4.2977,203.2128,213.5771,14270
250.0000,1353.2546,789.9669,207.1850,-0.4537,0.8171,-0.3557,31.8060,1.0000,10.3402,10.2308,2.1121,6.3637,203.0922,213.2063,14309
251.0000,1352.8272,790.7255,206.8347,-0.4571,0.7992,-0.3902,27.0297,1.0000,10.0194,9.9169,2.0491,5.8664,202.9010,212.7482,14830
252.0000,1352.3958,791.4682,206.4528,-0.4606,0.7809,-0.4220,32.2941,1.0000,9.9676,9.8375,1.9635,6.4123,202.7260,212.3725,14356
253.0000,1351.9600,792.1955,206.0411,-0.4641,0.7622,-0.4512,41.6915,1.0000,10.1899,9.6440,1.8937,7.2858,202.5376,211.9620,13779
254.0000,1351.5195,792.9074,205.6016,-0.4678,0.7435,-0.4779,38.4646,1.0000,10.1872,9.3444,1.9888,6.9982,202.4237,212.5734,13476
255.0000,1351.0736,793.6042,205.1363,-0.4717,0.7248,-0.5021,35.9534,1.0000,10.4963,8.8809,2.0893,6.7659,202.2728,210.9049,12948
256.0000,1350.6221,794.2862,204.6471,-0.4759,0.7064,-0.5240,30.6053,1.0000,10.8182,8.3344,2.1163,6.2424,201.9447,210.2083,13602
257.0000,1350.1646,794.9536,204.1361,-0.4804,0.6883,-0.5435,21.6665,1.0000,10.8777,8.1564,2.1082,5.2523,201.4974,209.6014,13920
258.0000,1349.7004,795.6067,203.6051,-0.4854,0.6707,-0.5609,28.3326,1.0000,10.5308,8.3570,1.9126,6.0062,201.0361,209.2865,13523
259.0000,1349.2294,796.2456,203.0562,-0.4908,0.6535,-0.5762,31.6168,1.0000,10.3375,8.5944,1.8154,6.3447,200.3612,208.8283,14370
260.0000,1348.7509,796.8707,202.4913,-0.4968,0.6369,-0.5895,31.8208,1.0000,9.8241,8.8623,1.8335,6.3652,199.6559,208.3024,14425
261.0000,1348.2646,797.4822,201.9123,-0.5034,0.6209,-0.6009,30.2099,1.0000,9.5458,9.1244,1.6302,6.2020,198.9401,207.8392,15538
262.0000,1347.7701,798.0803,201.3213,-0.5106,0.6055,-0.6105,28.8527,1.0000,9.3764,9.3719,1.5774,6.0611,198.2807,207.2566,13679
263.0000,1347.2669,798.6653,200.7202,-0.5184,0.5907,-0.6183,35.7104,1.0000,9.6872,9.0012,1.6589,6.7430,197.9277,206.3077,12519
264.0000,1346.7547,799.2374,200.1110,-0.5269,0.5766,-0.6244,43.7767,1.0000,10.0770,8.1774,1.5322,7.4658,197.5402,205.6402,12217
265.0000,1346.2329,799.7969,199.4955,-0.5361,0.5631,-0.6289,49.4397,1.0000,10.6525,8.2946,1.5154,7.9340,196.7258,204.6410,11715
266.0000,1345.7011,800.3440,198.8759,-0.5458,0.5504,-0.6318,46.2675,1.0000,10.0164,8.2207,1.3646,7.6753,196.0689,203.9878,12472
267.0000,1345.1598,800.8797,198.2535,-0.5549,0.5392,-0.6335,29.4709,1.0000,9.6515,8.1688,1.2673,6.1256,195.2103,203.2759,14580
268.0000,1344.6094,801.4053,197.6298,-0.5636,0.5294,-0.6341,5.3699,1.0000,9.7114,8.1502,1.2503,2.6148,194.2334,201.2405,13103
269.0000,1344.0507,801.9222,197.0059,-0.5718,0.5213,-0.6335,3.5454,1.0000,9.5182,8.2192,1.2445,2.1247,193.4593,197.5811,12857
270.0000,1343.4842,802.4317,196.3832,-0.5795,0.5146,-0.6319,13.2974,1.0000,9.5649,8.6402,1.2139,4.1147,192.6421,200.7109,13107
271.0000,1342.9107,802.9352,195.7630,-0.5869,0.5095,-0.6292,32.8781,1.0000,9.3366,9.1332,1.2006,6.4701,191.8030,200.2976,12694
272.0000,1342.3307,803.4339,195.1465,-0.5938,0.5061,-0.6255,40.0530,1.0000,9.2988,9.5544,1.1867,7.1412,191.0546,199.9245,11951
273.0000,1341.7449,803.9293,194.5352,-0.6004,0.5041,-0.6207,44.3315,1.0000,8.9004,9.6669,1.2542,7.5130,190.5374,199.3368,11268
274.0000,1341.1539,804.4226,193.9302,-0.6067,0.5038,-0.6149,46.9281,1.0000,8.5293,9.3511,1.1730,7.7299,190.1181,198.5477,10140
275.0000,1340.5584,804.9152,193.3328,-0.6126,0.5051,-0.6080,42.3579,1.0000,8.1553,9.1506,1.1210,7.3438,189.6908,197.8930,9980
276.0000,1339.9589,805.4085,192.7444,-0.6181,0.5080,-0.5999,43.7131,1.0000,7.8264,8.2294,1.1849,7.4604,189.2545,197.1639,9020
277.0000,1339.3563,805.9037,192.1663,-0.6232,0.5124,-0.5908,40.7856,1.0000,7.4331,9.0104,1.1704,7.2062,188.1238,196.5989,8784
278.0000,1338.7510,806.4023,191.5997,-0.6280,0.5185,-0.5804,39.9553,1.0000,7.2916,9.2572,1.1629,7.1325,187.4324,196.0422,8252
279.0000,1338.1437,806.9055,191.0459,-0.6323,0.5261,-0.5687,41.0255,1.0000,7.1727,9.3837,1.1085,7.2274,186.6750,195.3844,7419
280.0000,1337.5351,807.4147,190.5063,-0.6361,0.5354,-0.5557,41.6880,1.0000,7.4475,9.5078,1.1271,7.2855,186.3718,195.1652,8103
281.0000,1336.9258,807.9312,189.9821,-0.6393,0.5461,-0.5413,43.8055,1.0000,7.9497,9.3400,1.0551,7.4683,185.9618,194.7353,9335
282.0000,1336.3165,808.4564,189.4746,-0.6419,0.5584,-0.5255,47.7401,1.0000,8.4316,9.4084,1.0593,7.7964,185.4006,194.3168,9910
283.0000,1335.7077,808.9915,188.9852,-0.6438,0.5722,-0.5080,50.3666,1.0000,8.9986,9.4131,1.0436,8.0080,184.8364,193.8245,10737
284.0000,1335.1001,809.5380,188.5150,-0.6449,0.5874,-0.4890,47.8420,1.0000,9.4041,9.5945,1.0855,7.8048,184.1201,193.4132,12221
285.0000,1334.4944,810.0972,188.0655,-0.6451,0.6039,-0.4682,50.1866,1.0000,9.4289,9.8757,1.1040,7.9937,183.4452,193.0433,13058
286.0000,1333.8912,810.6702,187.6377,-0.6445,0.6207,-0.4465,45.1281,1.0000,9.5684,10.0131,1.1027,7.5802,182.8863,192.6159,13981
287.0000,1333.2905,811.2558,187.2308,-0.6441,0.6348,-0.4268,50.9488,1.0000,9.2231,10.0801,1.1213,8.0542,182.3362,192.1586,13214
288.0000,1332.6921,811.8510,186.8424,-0.6440,0.6461,-0.4096,59.0622,1.0000,9.1487,10.1670,1.0771,8.6718,181.9143,191.7637,11423
289.0000,1332.0959,812.4532,186.4704,-0.6446,0.6547,-0.3948,59.6896,1.0000,9.0608,10.5249,1.0229,8.7178,181.1630,191.4811,10752
290.0000,1331.5015,813.0594,186.1124,-0.6458,0.6608,-0.3826,59.5063,1.0000,8.7185,10.8839,1.1219,8.7044,180.7590,191.4722,10579
291.0000,1330.9088,813.6668,185.7664,-0.6477,0.6643,-0.3730,56.9699,1.0000,8.9786,10.8717,1.1408,8.5168,180.6564,191.2264,11496
292.0000,1330.3176,814.2725,185.4299,-0.6506,0.6653,-0.3662,57.6139,1.0000,9.0716,11.2635,1.1996,8.5648,180.1565,191.3489,11789
293.0000,1329.7275,814.8738,185.1008,-0.6544,0.6639,-0.3621,58.9839,1.0000,9.2129,11.8305,1.2341,8.6661,180.4310,192.3237,12883
294.0000,1329.1385,815.4677,184.7767,-0.6591,0.6599,-0.3608,62.1022,1.0000,9.5050,12.4855,1.2534,8.8922,179.8983,192.3387,14567
295.0000,1328.5502,816.0515,184.4556,-0.6648,0.6532,-0.3624,65.0266,1.0000,9.8846,12.4445,1.1624,9.0991,179.8541,192.1270,15350
296.0000,1327.9624,816.6222,184.1350,-0.6715,0.6438,-0.3669,70.1200,1.0000,10.0616,11.8076,1.0869,9.4488,179.9631,191.8065,14706
297.0000,1327.3750,817.1771,183.8128,-0.6791,0.6314,-0.3744,73.0381,1.0000,10.0887,11.3965,1.0551,9.6434,180.0425,191.3652,13639
298.0000,1326.7877,817.7133,183.4868,-0.6876,0.6157,-0.3849,72.7795,1.0000,10.3122,10.1142,1.0374,9.6263,180.3225,190.7229,13204
299.0000,1326.2002,818.2280,183.1545,-0.6968,0.5964,-0.3985,74.4109,1.0000,10.4645,9.8675,1.0925,9.7336,180.1914,190.0212,13579
300.0000,1325.6123,818.7182,182.8139,-0.7065,0.5732,-0.4151,72.0155,1.0000,10.0621,9.8058,1.1078,9.5756,180.0264,190.1101,15023
301.0000,1325.0238,819.1821,182.4634,-0.7162,0.5479,-0.4322,69.8201,1.0000,9.4975,10.1338,1.1837,9.4286,179.5796,189.8881,14889
302.0000,1324.4339,819.6197,182.1033,-0.7259,0.5220,-0.4479,67.0609,1.0000,9.3437,10.2079,1.1699,9.2404,179.1182,189.3661,15160
303.0000,1323.8420,820.0321,181.7346,-0.7354,0.4958,-0.4620,64.2625,1.0000,9.0892,10.2608,1.1837,9.0455,178.7991,188.9055,14018
304.0000,1323.2471,820.4200,181.3582,-0.7447,0.4693,-0.4745,63.0475,1.0000,9.2445,10.2471,1.2287,8.9596,178.3007,188.5165,13106
305.0000,1322.6487,820.7841,180.9748,-0.7540,0.4427,-0.4853,60.1288,1.0000,9.0989,10.1124,1.1973,8.7498,177.8972,188.1107,14096
306.0000,1322.0460,821.1254,180.5855,-0.7631,0.4163,-0.4944,56.2941,1.0000,8.5995,10.0238,1.1365,8.4662,177.5353,187.3988,13040
307.0000,1321.4383,821.4446,180.1911,-0.7721,0.3900,-0.5017,52.7522,1.0000,8.3799,9.7061,1.1521,8.1955,176.6752,186.8415,11283
308.0000,1320.8247,821.7424,179.7924,-0.7811,0.3641,-0.5073,51.0885,1.0000,8.4552,9.2424,1.2379,8.0652,176.2919,185.3680,10168
309.0000,1320.2046,822.0198,179.3904,-0.7900,0.3388,-0.5111,50.3584,1.0000,8.6366,9.1316,1.3112,8.0074,175.8631,184.8310,10021
310.0000,1319.5773,822.2775,178.9858,-0.7988,0.3140,-0.5131,48.9589,1.0000,8.5861,9.1702,1.3853,7.8953,175.3105,184.2206,9822
311.0000,1318.9419,822.5164,178.5797,-0.8076,0.2900,-0.5135,45.9142,0.9861,8.2192,9.0605,1.4232,7.6459,175.0446,183.8574,9579
312.0000,1318.2978,822.7372,178.1728,-0.8164,0.2668,-0.5122,41.8015,0.9722,7.9145,8.9298,1.4497,7.2954,174.7193,183.7359,9052
313.0000,1317.6442,822.9407,177.7660,-0.8252,0.2445,-0.5092,46.1902,1.0000,7.7057,9.0615,1.4978,7.6688,174.3121,183.3578,8218
314.0000,1316.9804,823.1278,177.3603,-0.8340,0.2232,-0.5047,46.1287,1.0000,7.5465,9.3867,1.4430,7.6637,173.8553,183.0778,8286
315.0000,1316.3056,823.2992,176.9564,-0.8427,0.2029,-0.4986,46.2313,1.0000,6.6522,9.3976,1.3607,7.6723,173.6234,182.6754,8600
316.0000,1315.6192,823.4558,176.5553,-0.8515,0.1837,-0.4911,39.4632,0.9861,6.4204,9.0699,1.3632,7.0884,173.1617,182.2657,8173
317.0000,1314.9203,823.5983,176.1579,-0.8603,0.1656,-0.4822,27.0058,0.9861,6.4019,8.7997,1.3714,5.8639,172.8409,181.3861,7870
318.0000,1314.2082,823.7277,175.7650,-0.8690,0.1487,-0.4719,15.8720,0.9861,6.4488,9.7074,1.3833,4.4954,172.0008,181.4507,7393
319.0000,1313.4822,823.8446,175.3775,-0.8777,0.1328,-0.4603,30.1034,0.8750,6.5435,9.8523,1.4587,6.1910,171.5357,181.2372,6371
320.0000,1312.7415,823.9499,174.9962,-0.8864,0.1182,-0.4476,39.0228,0.9583,6.8022,10.1113,1.5081,7.0488,171.0074,180.9855,5982
321.0000,1311.9855,824.0443,174.6221,-0.8950,0.1047,-0.4337,40.3291,0.9306,6.9661,10.2047,1.5217,7.1658,170.6828,180.6378,5456
322.0000,1311.2134,824.1288,174.2560,-0.9034,0.0923,-0.4188,40.5822,0.8611,6.8539,10.2896,1.5030,7.1882,170.1682,180.3652,4824
323.0000,1310.4243,824.2041,173.8988,-0.9117,0.0811,-0.4028,43.2177,0.8750,6.8532,10.4643,1.6206,7.4180,169.7638,180.1534,4911
324.0000,1309.6177,824.2710,173.5514,-0.9198,0.0710,-0.3859,43.2497,0.8056,7.0549,10.6076,1.8247,7.4207,169.3880,179.9101,3898
325.0000,1308.7927,824.3303,173.2147,-0.9277,0.0620,-0.3682,41.5454,0.8194,7.2713,10.6527,1.9518,7.2731,169.0319,179.5965,3842
326.0000,1307.9487,824.3828,172.8895,-0.9353,0.0541,-0.3496,41.0319,0.8750,7.4788,10.5668,2.1350,7.2280,168.8155,179.2850,4730
327.0000,1307.0848,824.4293,172.5766,-0.9427,0.0473,-0.3304,10.6993,0.9861,7.4868,10.5620,2.0649,3.6909,168.3213,176.8325,5814
328.0000,1306.2004,824.4707,172.2771,-0.9497,0.0414,-0.3105,36.9757,0.8750,7.3633,10.1756,1.9092,6.8614,168.2311,178.2107,6796
329.0000,1305.2947,824.5077,171.9917,-0.9563,0.0366,-0.2900,44.7222,0.9306,7.0464,9.6572,1.8586,7.5460,168.2201,177.7640,6522
330.0000,1304.3669,824.5411,171.7214,-0.9626,0.0327,-0.2691,39.0133,0.8750,6.7912,9.2551,1.8010,7.0479,168.2612,177.4585,4645
331.0000,1303.4164,824.5718,171.4670,-0.9684,0.0298,-0.2478,40.2519,0.9444,6.4225,8.9899,1.6721,7.1589,168.0227,177.1711,4448
332.0000,1302.4423,824.6006,171.2293,-0.9737,0.0277,-0.2261,35.1733,0.8194,6.5319,8.6553,1.6566,6.6921,168.0015,176.6000,4374
333.0000,1301.4441,824.6282,171.0094,-0.9786,0.0265,-0.2042,33.0457,0.8750,6.8325,8.1903,1.4353,6.4865,167.8930,176.2571,3486
334.0000,1300.4208,824.6555,170.8079,-0.9829,0.0260,-0.1820,33.1367,0.9306,6.6405,8.1755,1.3259,6.4955,167.3744,175.7653,3486
335.0000,1299.3718,824.6833,170.6259,-0.9868,0.0263,-0.1598,28.1901,0.8889,6.3657,7.5806,1.5265,5.9911,166.9345,174.9919,2942
336.0000,1298.2963,824.7123,170.4642,-0.9901,0.0272,-0.1376,20.9823,0.6944,6.0412,7.3127,1.4707,5.1687,166.8262,174.1868,1920
337.0000,1297.1937,824.7434,170.3236,-0.9929,0.0288,-0.1153,15.8334,0.8194,5.8148,6.9666,1.5858,4.4900,166.7206,173.9301,2740
338.0000,1296.0631,824.7775,170.2051,-0.9952,0.0311,-0.0932,3.7912,0.9722,3.9735,7.2409,2.8467,2.1971,165.9643,172.4102,2475
