body,feature_id,lat,lon_east_0_360,aperture_long_axis_m,aperture_short_axis_m,inner_long_axis_m,inner_short_axis_m,depth_m,depth_is_minimum,type,source,source_detail,notes
mars,CC0373,-0.28369,234.58899,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0374,-0.27771,234.65332,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0375,-0.6842,234.64441,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0376,-0.70105,234.76611,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0377,-0.70825,234.82617,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0378,-1.46094,237.9574,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0379,-1.45911,237.95654,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0380,-1.45691,237.95288,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0381,-1.45508,237.95398,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0382,-1.45325,237.95337,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0383,-1.45129,237.95337,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0384,-1.44995,237.95227,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0385,-1.44446,237.94824,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0386,-1.44275,237.9491,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0387,0.97668,234.63977,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0388,0.49927,234.70728,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0389,0.49,234.72885,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0390,0.49048,234.73291,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0391,0.48523,234.73322,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=ph
mars,CC0392,0.47864,234.77686,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0393,0.42365,234.90509,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0394,-0.30908,234.89648,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0395,-0.79126,234.96667,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0396,-2.61353,235.02002,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0397,-2.62354,235.03223,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0398,-2.71576,235.32074,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0399,-2.57727,235.06384,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0400,-2.55002,234.94986,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0401,-3.11353,235.13513,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0402,-3.12842,235.17944,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0403,-3.13107,235.18918,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0404,-3.30127,235.50049,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0405,-3.29761,235.49341,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0406,-3.29688,235.48828,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0407,-3.27222,235.46069,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0408,-3.19678,235.3623,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0409,-3.20654,235.34692,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0410,0.57617,235.02441,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0411,0.87329,234.04285,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0412,0.53442,234.27734,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0413,0.53687,234.27686,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0414,0.53979,234.23535,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0415,0.54199,234.23901,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0416,0.53928,344.21381,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0417,0.55078,233.94531,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0418,0.1958,234.07715,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0419,0.07813,234.10107,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0420,-0.24756,234.43286,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0421,-0.20679,234.38037,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0422,-0.20288,234.37622,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0423,-0.16151,234.32892,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0424,-0.15259,234.32251,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0425,-0.14941,234.32104,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0426,-0.13574,234.31421,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0427,-0.13281,234.31421,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0428,-0.12427,234.30347,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0429,-0.23828,234.41284,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0430,-0.12085,234.26648,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0431,-0.1228,234.2644,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0432,-0.10571,234.20642,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0433,-0.10559,234.20471,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0434,-0.10547,234.20203,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0435,-0.09424,234.20154,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0436,-0.08777,234.19653,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=skylight
mars,CC0437,-0.05212,234.18701,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
mars,CC0438,-0.04224,234.18506,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=skylight
