body,feature_id,lat,lon_east_0_360,aperture_long_axis_m,aperture_short_axis_m,inner_long_axis_m,inner_short_axis_m,depth_m,depth_is_minimum,type,source,source_detail,notes
moon,King 38,6.37,119.9252,35.0,16.0,24.0,11.0,8.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=King; long_axis_azimuth_deg=125; depth_raw=8
moon,King 39,6.6308,119.9842,8.0,6.0,5.0,4.0,5.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=King; long_axis_azimuth_deg=55; depth_raw=5
moon,King 40,6.4779,119.9976,50.0,31.0,26.0,17.0,6.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=King; long_axis_azimuth_deg=110; depth_raw=6
moon,King 41,6.6376,119.8299,16.0,7.0,12.0,5.0,6.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=King; long_axis_azimuth_deg=135; depth_raw=6
moon,King 42,6.3321,120.0066,30.0,16.0,16.0,10.0,6.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=King; long_axis_azimuth_deg=145; depth_raw=6
moon,Klute W 1,38.086,216.885,25.0,19.0,16.0,10.0,7.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Klute W; long_axis_azimuth_deg=100; depth_raw=7
moon,Klute W 2,38.1157,216.8965,30.0,19.0,12.0,9.0,5.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Klute W; long_axis_azimuth_deg=25; depth_raw=5
moon,Klute W 3,38.098,216.9385,20.0,19.0,18.0,13.0,6.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Klute W; long_axis_azimuth_deg=145; depth_raw=6
moon,Klute W 4,37.8581,216.8911,16.0,12.0,6.0,5.0,8.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Klute W; long_axis_azimuth_deg=10; depth_raw=>8
moon,Klute W 5,38.1018,216.9323,21.0,14.0,5.0,4.0,2.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Klute W; type_qualifier=Uncertain; long_axis_azimuth_deg=140; depth_raw=2
moon,Klute W 6,38.1256,216.901,53.0,29.0,28.0,12.0,7.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Klute W; long_axis_azimuth_deg=55; depth_raw=7
moon,Lalande 1,-4.4579,351.4667,21.0,15.0,7.0,,8.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=40; depth_raw=8
moon,Lalande 2,-4.4949,351.4992,22.0,15.0,19.0,12.0,6.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=15; depth_raw=6
moon,Lalande 3a,-4.5322,351.4893,13.0,10.0,8.0,7.0,8.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=45; depth_raw=8
moon,Lalande 3b,-4.5328,351.4895,31.0,28.0,28.0,23.0,4.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=40; depth_raw=4
moon,Lalande 3c,-4.5312,351.49,23.0,20.0,16.0,15.0,5.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=125; depth_raw=5
moon,Lalande 5a,-4.3408,351.4229,13.0,12.0,7.0,6.0,4.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=125; depth_raw=4
moon,Lalande 12,-4.4275,351.4436,11.0,9.0,8.0,4.0,11.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=150; depth_raw=11
moon,Lalande 13,-4.3571,351.3054,,16.0,13.0,10.0,8.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Lalande; long_axis_azimuth_deg=25; depth_raw=8
moon,Messier A 1,-2.0279,46.8995,13.0,9.0,8.0,4.0,15.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Messier A; long_axis_azimuth_deg=50; depth_raw=15
moon,Messier A 2b,-2.0166,46.9017,11.0,8.0,5.0,4.0,10.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Messier A; long_axis_azimuth_deg=160; depth_raw=10
moon,Messier A 2a,-2.014,46.9059,22.0,21.0,20.0,17.0,5.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Messier A; long_axis_azimuth_deg=125; depth_raw=5
moon,Messier A 4a,-2.044,46.8825,33.0,14.0,22.0,9.0,14.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Messier A; type_qualifier=Fracture; long_axis_azimuth_deg=175; depth_raw=14
moon,Messier A 4b,-2.0459,46.8839,,16.0,16.0,13.0,20.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Messier A; type_qualifier=Fracture; long_axis_azimuth_deg=155; depth_raw=>20
moon,Milichius A 1,9.2642,327.9268,21.0,14.0,17.0,9.0,9.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Milichius A; long_axis_azimuth_deg=135; depth_raw=9
moon,Oday 1,-30.9692,158.0535,20.0,14.0,17.0,9.0,7.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Oday; long_axis_azimuth_deg=145; depth_raw=>7
moon,Oday 2,-30.9463,158.0644,34.0,16.0,14.0,12.0,4.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Oday; long_axis_azimuth_deg=25; depth_raw=4
moon,Ohm 1,18.0805,246.3187,31.0,30.0,15.0,13.0,16.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Ohm; type_qualifier=Fracture; long_axis_azimuth_deg=130; depth_raw=>16
moon,Ohm 2,18.6687,246.4141,36.0,26.0,12.0,,16.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Ohm; long_axis_azimuth_deg=75; depth_raw=16
moon,Palitzsch B 1,-26.3162,68.1911,32.0,28.0,15.0,14.0,13.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Palitzsch B; long_axis_azimuth_deg=175; depth_raw=13
moon,Picard 1,14.4714,54.6591,25.0,17.0,12.0,8.0,10.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Picard; long_axis_azimuth_deg=135; depth_raw=10
moon,Philolaus 1,72.4657,328.5804,37.0,37.0,,,8.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Philolaus; long_axis_azimuth_deg=180; depth_raw=>8
moon,Proclus 1a,16.2972,46.8941,40.0,32.0,33.0,18.0,11.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Proclus; long_axis_azimuth_deg=135; depth_raw=11
moon,Proclus 1b,16.2959,46.8916,42.0,30.0,36.0,23.0,14.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Proclus; long_axis_azimuth_deg=175; depth_raw=14
moon,Rutherfurd 1a,-60.7788,348.1876,18.0,17.0,14.0,13.0,5.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Rutherfurd; long_axis_azimuth_deg=70; depth_raw=5
moon,Rutherfurd 1b,-60.7789,348.1862,15.0,14.0,9.0,,3.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Rutherfurd; long_axis_azimuth_deg=65; depth_raw=>3
moon,Rutherfurd 2,-60.7757,348.253,36.0,30.0,24.0,19.0,9.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Rutherfurd; long_axis_azimuth_deg=10; depth_raw=9
moon,Rutherfurd 3,-60.7751,348.2076,31.0,18.0,18.0,8.0,3.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Rutherfurd; type_qualifier=Uncertain; long_axis_azimuth_deg=70; depth_raw=3
moon,Schomberger A 1,-78.0579,25.3441,13.0,9.0,10.0,6.0,1.4,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Schomberger A; long_axis_azimuth_deg=70; depth_raw=>1.4
moon,Sharonov 1a,12.5745,173.4036,19.0,13.0,7.0,6.0,12.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Sharonov; long_axis_azimuth_deg=20; depth_raw=>12
moon,Sharonov 1b,12.5762,173.4015,15.0,12.0,7.0,6.0,8.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Sharonov; long_axis_azimuth_deg=45; depth_raw=8
moon,Stefan L 1,44.537,252.0302,41.0,39.0,16.0,,13.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Stefan L; type_qualifier=Uncertain; long_axis_azimuth_deg=30; depth_raw=13
moon,Stefan L 2,44.4982,251.8344,30.0,28.0,20.0,19.0,10.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Stefan L; long_axis_azimuth_deg=80; depth_raw=10
moon,Stevinus 1,-32.4259,54.6378,69.0,39.0,60.0,33.0,16.0,,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Stevinus; long_axis_azimuth_deg=135; depth_raw=16
moon,Stevinus 2,-32.4828,54.5722,22.0,18.0,9.0,4.0,7.0,yes,pit (impact melt),WagnerRobinson2021_LROCPitAtlas,"LROC PDS RDR LUNAR_PIT_LOCATIONS.CSV (updated 2021-03-09), https://pds.lroc.im-ldi.com/data/LRO-L-LROC-5-RDR-V1.0/LROLRC_2001/EXTRAS/SHAPEFILE/LUNAR_PIT_LOCATIONS/LUNAR_PIT_LOCATIONS.CSV ; live atlas https://www.lroc.asu.edu/atlases/pits/list ; cite Wagner & Robinson (2021) LPSC 52 abstract 2530",host=Stevinus; long_axis_azimuth_deg=15; depth_raw=>7
