s,x,y,z_dem,z_ceil,tau,sigma_tau,span,coverage,ghost_frac,class
17.0,1373.700,601.471,236.490,238.218,-1.728,0.532,11.83,1.00,0.212,multipass
18.0,1373.604,602.097,236.490,238.425,-1.935,0.532,12.20,1.00,0.255,multipass
19.0,1373.513,602.715,236.500,238.463,-1.963,0.532,12.86,1.00,0.302,multipass
20.0,1373.426,603.328,236.500,238.674,-2.174,0.532,13.17,1.00,0.337,multipass
21.0,1373.346,603.937,236.500,238.913,-2.413,0.532,13.57,1.00,0.372,multipass
22.0,1373.273,604.544,236.500,238.939,-2.439,0.532,13.81,1.00,0.410,multipass
23.0,1373.209,605.153,236.500,238.971,-2.471,0.532,13.97,1.00,0.432,multipass
24.0,1373.155,605.763,236.500,239.162,-2.662,0.532,13.85,1.00,0.445,multipass
25.0,1373.111,606.377,236.500,239.320,-2.820,0.532,14.01,1.00,0.449,multipass
26.0,1373.080,606.998,236.580,239.360,-2.780,0.532,14.11,1.00,0.445,multipass
27.0,1373.061,607.626,236.580,239.451,-2.871,0.532,14.08,1.00,0.442,multipass
28.0,1373.056,608.265,236.580,239.699,-3.119,0.532,13.90,1.00,0.449,multipass
29.0,1373.068,608.916,236.520,240.191,-3.671,0.532,13.55,1.00,0.443,multipass
30.0,1373.095,609.580,236.440,240.345,-3.905,0.532,12.73,1.00,0.439,multipass
31.0,1373.139,610.260,236.400,240.585,-4.185,0.532,12.02,1.00,0.412,multipass
32.0,1373.201,610.954,236.410,241.982,-5.572,0.532,11.83,1.00,0.380,multipass
33.0,1373.278,611.662,236.330,241.175,-4.845,0.532,11.54,1.00,0.356,skylight
34.0,1373.371,612.383,236.170,241.188,-5.018,0.532,11.70,1.00,0.319,skylight
35.0,1373.478,613.115,nan,241.189,nan,0.532,11.94,0.96,0.000,no_dem
36.0,1373.600,613.859,nan,236.874,nan,0.532,11.86,0.74,0.000,no_dem
37.0,1373.735,614.612,nan,236.640,nan,0.532,11.22,0.86,0.000,no_dem
38.0,1373.882,615.374,nan,240.353,nan,0.532,10.79,1.00,0.000,no_dem
39.0,1374.041,616.144,nan,240.603,nan,0.532,10.58,0.93,0.000,no_dem
40.0,1374.212,616.921,236.050,240.671,-4.621,0.532,10.15,1.00,0.277,skylight
41.0,1374.393,617.704,236.470,240.712,-4.242,0.532,9.69,1.00,0.294,skylight
42.0,1374.584,618.493,236.680,240.207,-3.527,0.532,9.57,1.00,0.308,multipass
43.0,1374.785,619.285,236.680,239.913,-3.233,0.532,9.33,1.00,0.343,multipass
44.0,1374.994,620.081,236.650,239.953,-3.303,0.532,9.32,1.00,0.379,multipass
45.0,1375.211,620.880,236.650,240.124,-3.474,0.532,9.13,1.00,0.396,multipass
46.0,1375.435,621.679,236.670,240.244,-3.574,0.532,9.17,1.00,0.403,multipass
47.0,1375.666,622.480,236.610,240.273,-3.663,0.532,9.23,1.00,0.427,multipass
48.0,1375.902,623.279,236.620,240.306,-3.686,0.532,9.67,1.00,0.455,multipass
49.0,1376.144,624.077,236.600,240.107,-3.507,0.532,10.07,1.00,0.480,multipass
50.0,1376.390,624.873,236.600,240.143,-3.543,0.532,10.34,1.00,0.516,multipass
51.0,1376.640,625.666,236.570,240.026,-3.456,0.532,10.33,1.00,0.540,multipass
52.0,1376.893,626.455,236.580,240.056,-3.476,0.532,10.07,1.00,0.538,multipass
53.0,1377.149,627.239,236.580,240.161,-3.581,0.532,9.93,1.00,0.533,multipass
