s,x,y,z_dem,z_ceil,tau,sigma_tau,span,coverage,ghost_frac,class
310.0,1307.468,820.392,245.060,233.540,11.520,1.470,10.02,1.00,0.000,intact
311.0,1306.871,820.945,245.090,233.396,11.694,1.470,10.36,1.00,0.000,intact
312.0,1306.272,821.474,245.130,233.318,11.812,1.470,10.21,1.00,0.000,intact
313.0,1305.667,821.975,245.240,233.368,11.872,1.470,9.92,1.00,0.000,intact
314.0,1305.053,822.443,245.250,233.379,11.871,1.470,9.36,1.00,0.000,intact
315.0,1304.428,822.877,245.270,233.334,11.936,1.470,9.33,1.00,0.000,intact
316.0,1303.792,823.275,245.300,233.364,11.936,1.470,9.63,1.00,0.000,intact
317.0,1303.142,823.635,245.380,233.282,12.098,1.470,9.27,1.00,0.000,intact
318.0,1302.477,823.955,245.380,233.161,12.219,1.470,8.81,1.00,0.000,intact
319.0,1301.796,824.235,245.360,232.530,12.830,1.470,8.76,1.00,0.000,intact
320.0,1301.098,824.473,245.420,231.718,13.702,1.470,8.87,1.00,0.000,intact
321.0,1300.381,824.668,245.440,231.485,13.955,1.470,9.04,1.00,0.000,intact
322.0,1299.644,824.817,245.440,231.567,13.873,1.470,8.93,1.00,0.000,intact
323.0,1298.888,824.925,245.440,231.285,14.155,1.470,8.42,1.00,0.000,intact
324.0,1298.115,824.994,245.530,231.353,14.177,1.470,8.00,1.00,0.000,intact
325.0,1297.328,825.028,245.540,231.490,14.050,1.470,7.60,1.00,0.000,intact
326.0,1296.528,825.032,245.550,232.026,13.524,1.470,6.57,1.00,0.000,intact
327.0,1295.717,825.009,245.550,232.168,13.382,1.470,6.07,1.00,0.000,intact
328.0,1294.897,824.964,245.560,232.258,13.302,1.470,6.07,1.00,0.000,intact
329.0,1294.071,824.900,245.600,232.308,13.292,1.470,6.29,1.00,0.000,intact
330.0,1293.240,824.822,245.600,232.218,13.382,1.470,6.59,1.00,0.000,intact
331.0,1292.407,824.733,245.740,232.336,13.404,1.470,6.83,0.99,0.000,intact
332.0,1291.573,824.638,245.820,232.491,13.329,1.470,7.03,0.96,0.000,intact
333.0,1290.741,824.540,245.830,232.526,13.304,1.470,7.15,0.96,0.000,intact
334.0,1289.912,824.444,245.980,232.598,13.382,1.470,7.53,0.85,0.000,intact
335.0,1289.089,824.353,246.170,232.789,13.381,1.470,7.52,0.83,0.000,intact
336.0,1288.273,824.271,246.180,233.047,13.133,1.470,7.61,0.76,0.000,intact
337.0,1287.468,824.203,246.290,233.251,13.039,1.470,7.94,0.85,0.000,intact
338.0,1286.674,824.152,246.580,233.443,13.137,1.470,8.10,0.90,0.000,intact
339.0,1285.893,824.123,246.730,233.080,13.650,1.470,8.08,0.92,0.000,intact
340.0,1285.129,824.119,246.840,233.711,13.129,1.470,7.82,0.93,0.000,intact
341.0,1284.383,824.144,246.910,233.632,13.278,1.470,7.45,0.92,0.000,intact
342.0,1283.656,824.202,247.010,233.678,13.332,1.470,6.98,0.83,0.000,intact
343.0,1282.952,824.298,247.010,233.737,13.273,1.470,6.56,0.92,0.000,intact
344.0,1282.271,824.436,247.010,233.927,13.083,1.470,6.15,0.86,0.000,intact
345.0,1281.617,824.619,247.080,234.043,13.037,1.470,6.41,0.86,0.000,intact
346.0,1280.991,824.851,247.110,234.084,13.026,1.470,6.76,0.94,0.000,intact
347.0,1280.395,825.136,247.090,234.071,13.019,1.470,7.10,0.99,0.000,intact
348.0,1279.831,825.479,247.100,234.219,12.881,1.470,7.78,0.94,0.000,intact
