s,x,y,z,tx,ty,tz,area,coverage,width,height,eta,d_eq,z_floor,z_ceil,n_pts
264.0000,1312.5629,815.6457,225.7539,-0.7776,0.6286,-0.0142,48.0243,1.0000,9.3533,10.3032,1.0822,7.8196,221.3196,232.0278,22833
265.0000,1311.7961,816.2875,225.7498,-0.7565,0.6540,0.0055,57.7538,1.0000,9.4878,11.2732,1.1502,8.5752,221.5726,233.4018,22579
266.0000,1311.0488,816.9518,225.7641,-0.7387,0.6736,0.0227,61.1073,1.0000,9.7603,11.4062,1.1600,8.8207,222.0030,233.6726,22808
267.0000,1310.3173,817.6329,225.7944,-0.7250,0.6877,0.0374,59.2890,1.0000,9.5638,11.3388,1.0957,8.6884,222.1720,233.7318,27712
268.0000,1309.5971,818.3253,225.8380,-0.7162,0.6961,0.0492,68.5527,1.0000,9.4386,10.9185,1.1352,9.3426,222.6324,233.7538,28504
269.0000,1308.8829,819.0232,225.8919,-0.7131,0.6987,0.0581,70.2151,1.0000,9.5994,10.7564,1.1111,9.4552,222.7023,233.7631,25013
270.0000,1308.1688,819.7206,225.9531,-0.7162,0.6950,0.0637,69.3562,1.0000,9.7698,10.6265,1.1453,9.3972,222.7681,233.7928,24263
271.0000,1307.4482,820.4108,226.0182,-0.7262,0.6843,0.0658,70.3241,1.0000,10.0290,10.1255,1.1597,9.4625,222.8068,233.5420,24584
272.0000,1306.7139,821.0864,226.0833,-0.7438,0.6653,0.0638,70.5485,1.0000,10.3886,9.7492,1.2018,9.4776,222.9039,233.3479,26069
273.0000,1305.9580,821.7382,226.1442,-0.7693,0.6363,0.0572,66.5834,1.0000,10.0628,9.8878,1.2036,9.2074,223.1922,233.3454,26568
274.0000,1305.1728,822.3551,226.1960,-0.8020,0.5956,0.0460,60.4541,0.9861,9.4455,9.5225,1.2249,8.7734,223.6058,233.3725,24354
275.0000,1304.3532,822.9263,226.2371,-0.8373,0.5455,0.0368,61.8978,1.0000,9.3591,9.5075,1.2339,8.8775,223.5349,233.3384,22072
276.0000,1303.4979,823.4430,226.2708,-0.8732,0.4863,0.0314,59.6668,1.0000,9.5350,9.7042,1.1961,8.7161,223.3821,233.3749,21195
277.0000,1302.6072,823.8960,226.3012,-0.9078,0.4183,0.0302,55.8246,1.0000,8.8315,9.7809,1.1296,8.4308,223.1808,233.2756,18047
278.0000,1301.6835,824.2769,226.3327,-0.9390,0.3424,0.0335,52.4181,1.0000,8.7740,8.8340,1.1662,8.1695,222.9586,232.3304,16113
279.0000,1300.7312,824.5789,226.3697,-0.9645,0.2607,0.0412,49.3431,1.0000,8.9825,8.5747,1.2899,7.9263,222.7624,231.5646,15635
280.0000,1299.7568,824.7976,226.4163,-0.9827,0.1776,0.0523,45.8574,1.0000,8.9581,8.7315,1.3135,7.6412,222.5821,231.5594,16121
281.0000,1298.7687,824.9380,226.4745,-0.9924,0.1054,0.0641,36.8760,1.0000,8.3537,8.7212,1.3829,6.8522,222.5799,231.2902,14448
282.0000,1297.7741,825.0127,226.5446,-0.9960,0.0460,0.0760,25.8383,1.0000,7.8594,8.6930,1.3738,5.7357,222.6844,231.4927,13476
283.0000,1296.7778,825.0338,226.6266,-0.9961,-0.0020,0.0881,14.5278,1.0000,6.8419,8.8662,1.3608,4.3009,222.6056,231.7337,12266
284.0000,1295.7825,825.0120,226.7208,-0.9941,-0.0400,0.1004,12.0562,1.0000,6.0742,9.2015,1.4955,3.9180,222.6316,232.1612,10733
285.0000,1294.7898,824.9568,226.8276,-0.9912,-0.0691,0.1133,16.9680,1.0000,6.0826,9.1897,1.4577,4.6480,222.7879,232.2709,10030
286.0000,1293.8004,824.8763,226.9475,-0.9878,-0.0906,0.1267,16.7077,1.0000,6.3917,9.4435,1.4229,4.6123,222.4248,232.2649,9750
287.0000,1292.8143,824.7778,227.0812,-0.9844,-0.1052,0.1409,16.3198,1.0000,6.7029,9.7464,1.4394,4.5584,222.3593,232.2757,7702
288.0000,1291.8315,824.6681,227.2297,-0.9812,-0.1133,0.1561,37.4654,0.9722,7.0254,9.9311,1.5668,6.9067,222.3684,232.4538,6986
289.0000,1290.8517,824.5533,227.3939,-0.9782,-0.1153,0.1725,38.3136,0.9583,7.1171,10.0447,1.5207,6.9844,222.4725,232.5067,5854
290.0000,1289.8749,824.4395,227.5751,-0.9754,-0.1112,0.1903,35.5850,0.8333,7.5368,10.1813,1.5305,6.7311,222.4698,232.6909,5318
291.0000,1288.9009,824.3330,227.7750,-0.9725,-0.1008,0.2098,41.1445,0.8472,7.5933,10.2528,1.6224,7.2379,222.6396,232.9096,4756
292.0000,1287.9300,824.2402,227.9953,-0.9693,-0.0836,0.2312,39.7336,0.8194,7.7774,10.5016,2.1196,7.1127,222.6880,233.1298,4158
293.0000,1286.9626,824.1683,228.2381,-0.9652,-0.0589,0.2548,36.8910,0.8889,8.0614,10.5319,1.9745,6.8535,222.7671,233.3628,4138
294.0000,1286.0001,824.1252,228.5058,-0.9594,-0.0258,0.2810,29.1206,0.9167,8.0672,10.5406,2.0415,6.0891,223.0816,233.0513,5687
295.0000,1285.0448,824.1198,228.8010,-0.9507,0.0167,0.3098,42.1555,0.9306,7.7758,10.2658,2.1886,7.3263,223.3112,233.7280,6549
296.0000,1284.1003,824.1623,229.1263,-0.9374,0.0701,0.3412,40.9181,0.8750,7.2525,9.7414,1.9397,7.2179,223.7919,233.5147,6534
297.0000,1283.1724,824.2638,229.4842,-0.9172,0.1351,0.3748,33.8318,0.8194,6.7546,9.3093,1.8327,6.5632,224.5412,233.6561,4429
298.0000,1282.2692,824.4364,229.8764,-0.8873,0.2120,0.4095,36.1855,0.8611,6.1489,9.2507,1.9712,6.7877,224.8790,233.9282,4504
299.0000,1281.4019,824.6913,230.3030,-0.8449,0.2994,0.4433,40.0175,0.9306,6.6014,9.1171,1.8562,7.1381,225.1242,234.1437,4057
300.0000,1280.5843,825.0374,230.7618,-0.7880,0.3935,0.4735,25.4150,0.9583,7.0221,8.6642,1.2918,5.6885,225.6611,234.0758,4076
301.0000,1279.8306,825.4786,231.2478,-0.7172,0.4884,0.4971,21.4509,0.9444,7.7783,8.5508,1.3222,5.2261,226.0653,234.2193,3697
