s,x,y,z,tx,ty,tz,area,coverage,width,height,eta,d_eq,z_floor,z_ceil,n_pts
58.0000,1381.7395,639.3836,164.1281,0.3051,0.9516,-0.0376,72.1850,1.0000,11.8309,9.2755,1.3722,9.5869,160.3981,171.1524,16058
59.0000,1382.0463,640.3348,164.0936,0.3083,0.9508,-0.0312,71.6909,1.0000,11.6710,9.5965,1.3085,9.5540,160.0438,171.1580,16528
60.0000,1382.3561,641.2852,164.0661,0.3114,0.9500,-0.0236,68.9686,1.0000,11.6065,9.7358,1.2474,9.3709,159.8357,170.7529,14800
61.0000,1382.6689,642.2348,164.0468,0.3141,0.9493,-0.0149,61.9105,0.9861,11.4422,9.3836,1.3867,8.8785,159.7736,170.5308,13673
62.0000,1382.9843,643.1837,164.0368,0.3167,0.9485,-0.0050,60.7362,1.0000,11.2298,8.4839,1.5180,8.7938,159.7754,169.5651,11666
63.0000,1383.3022,644.1318,164.0372,0.3190,0.9477,0.0061,58.7979,1.0000,10.4828,7.5564,1.4460,8.6524,160.5713,168.3609,11195
64.0000,1383.6223,645.0791,164.0494,0.3211,0.9469,0.0184,57.9720,1.0000,10.4150,8.2245,1.3755,8.5914,160.0090,168.5316,10983
65.0000,1383.9443,646.0255,164.0745,0.3228,0.9459,0.0320,56.8150,1.0000,10.0998,8.2794,1.3134,8.5052,160.2254,168.6434,11116
66.0000,1384.2678,646.9709,164.1137,0.3242,0.9448,0.0467,54.2609,1.0000,10.0685,8.2749,1.3670,8.3119,160.3006,168.6972,12748
67.0000,1384.5926,647.9151,164.1684,0.3253,0.9435,0.0627,54.9168,1.0000,10.2180,8.0825,1.4133,8.3620,160.4769,168.7333,12182
68.0000,1384.9184,648.8579,164.2396,0.3261,0.9420,0.0800,49.3243,1.0000,10.0240,7.7576,1.4214,7.9247,160.7646,168.7802,11877
69.0000,1385.2446,649.7989,164.3287,0.3264,0.9401,0.0984,48.3545,1.0000,10.1075,7.7124,1.4613,7.8465,160.9318,169.5367,11710
70.0000,1385.5710,650.7380,164.4368,0.3263,0.9379,0.1179,50.1652,1.0000,9.8018,7.0215,1.4705,7.9920,161.7423,169.6404,11369
71.0000,1385.8971,651.6746,164.5649,0.3257,0.9352,0.1386,50.9276,1.0000,10.2154,6.9697,1.5415,8.0525,161.7856,168.9350,11599
72.0000,1386.2223,652.6083,164.7143,0.3247,0.9321,0.1603,50.4766,1.0000,10.2910,6.6883,1.5648,8.0168,162.0512,168.8897,11403
73.0000,1386.5462,653.5387,164.8856,0.3224,0.9290,0.1819,50.0185,1.0000,10.4304,6.5256,1.5662,7.9803,162.2746,169.2105,10963
74.0000,1386.8657,654.4668,165.0767,0.3159,0.9276,0.1996,53.0518,1.0000,11.1341,6.6459,1.5767,8.2187,162.4196,169.4273,12502
75.0000,1387.1766,655.3945,165.2835,0.3051,0.9281,0.2133,56.3516,1.0000,11.6039,6.7154,1.7475,8.4705,162.6358,169.6292,12087
76.0000,1387.4743,656.3238,165.5019,0.2898,0.9308,0.2230,58.8908,1.0000,11.8959,7.0804,1.7863,8.6592,162.8110,170.3779,12082
77.0000,1387.7545,657.2567,165.7280,0.2698,0.9354,0.2286,62.3216,1.0000,12.2229,7.1392,1.8569,8.9079,162.9787,170.5024,11378
78.0000,1388.0123,658.1952,165.9578,0.2450,0.9418,0.2301,61.5493,0.9444,13.2234,6.8627,2.0418,8.8525,163.0125,170.5353,11063
79.0000,1388.2427,659.1409,166.1868,0.2150,0.9498,0.2272,70.6681,1.0000,14.8449,7.1841,1.9959,9.4856,163.0272,170.6873,12507
80.0000,1388.4404,660.0952,166.4107,0.1794,0.9589,0.2197,73.4658,1.0000,15.3204,7.3543,1.8810,9.6716,163.0416,170.8042,14782
81.0000,1388.5996,661.0589,166.6246,0.1380,0.9685,0.2073,75.7874,1.0000,15.1764,7.4529,1.9653,9.8232,163.0673,170.7368,15147
82.0000,1388.7145,662.0320,166.8236,0.0908,0.9776,0.1897,78.3218,1.0000,15.1958,7.3844,2.0324,9.9861,163.1489,170.9721,15309
83.0000,1388.7792,663.0137,167.0022,0.0378,0.9853,0.1667,76.7838,1.0000,15.2304,7.1739,1.9976,9.8876,163.2800,170.6995,15719
84.0000,1388.7883,664.0017,167.1551,-0.0204,0.9902,0.1384,76.8815,1.0000,15.3931,7.0326,2.0909,9.8939,163.3982,170.9408,15921
85.0000,1388.7370,664.9927,167.2773,-0.0827,0.9910,0.1052,76.9558,1.0000,16.2723,7.0682,2.3005,9.8986,163.5348,170.9854,15809
86.0000,1388.6220,665.9820,167.3642,-0.1475,0.9867,0.0679,76.8997,1.0000,16.8803,7.2629,2.3050,9.8950,163.7319,171.8091,17739
87.0000,1388.4427,666.9644,167.4128,-0.2097,0.9773,0.0299,75.5644,1.0000,15.8529,7.2790,2.2324,9.8087,163.8950,171.7519,18945
88.0000,1388.2057,667.9356,167.4255,-0.2627,0.9649,-0.0037,71.2822,1.0000,16.4710,7.6677,2.2767,9.5268,164.0381,171.6552,20496
89.0000,1387.9202,668.8937,167.4068,-0.3070,0.9511,-0.0329,75.9621,1.0000,17.2490,7.7578,2.3474,9.8345,164.1681,172.5741,17837
90.0000,1387.5942,669.8378,167.3610,-0.3438,0.9373,-0.0581,61.1087,0.9583,16.9617,7.5528,2.2804,8.8208,164.3592,172.5323,15593
91.0000,1387.2349,670.7684,167.2917,-0.3739,0.9240,-0.0797,56.8763,0.9583,15.9183,7.4173,2.3618,8.5098,164.5184,172.6809,13626
92.0000,1386.8482,671.6863,167.2026,-0.3985,0.9119,-0.0981,47.7810,0.9444,15.6813,7.1257,2.5279,7.7998,164.5917,172.5876,12533
93.0000,1386.4395,672.5927,167.0964,-0.4183,0.9011,-0.1139,40.5625,0.9306,16.0430,6.8752,2.5661,7.1865,164.7348,172.1625,11722
94.0000,1386.0129,673.4890,166.9756,-0.4342,0.8918,-0.1272,40.2349,0.9306,14.6785,6.5380,2.4892,7.1574,164.8471,171.8306,11899
95.0000,1385.5723,674.3768,166.8426,-0.4466,0.8840,-0.1385,33.9533,0.9028,14.4655,6.2062,2.6898,6.5750,164.8875,171.4317,10800
96.0000,1385.1208,675.2574,166.6992,-0.4560,0.8776,-0.1481,30.3694,0.8611,13.5837,6.8955,2.4378,6.2183,164.7882,172.3038,10835
97.0000,1384.6611,676.1324,166.5469,-0.4628,0.8726,-0.1561,27.7497,0.8750,13.6713,7.2144,2.3641,5.9441,164.5293,172.3549,12251
98.0000,1384.1959,677.0030,166.3874,-0.4674,0.8690,-0.1627,28.2021,0.9444,13.3338,7.3708,2.1508,5.9923,164.4316,172.1960,14047
99.0000,1383.7271,677.8707,166.2219,-0.4698,0.8666,-0.1681,30.3120,1.0000,12.6541,7.2313,1.8264,6.2124,164.2087,171.8799,15620
100.0000,1383.2569,678.7367,166.0515,-0.4704,0.8655,-0.1724,41.9121,1.0000,11.6123,7.3350,1.6583,7.3051,163.8731,172.1457,14151
101.0000,1382.7870,679.6020,165.8773,-0.4691,0.8655,-0.1757,38.7793,0.9444,10.8767,7.5985,1.7968,7.0268,163.5335,169.8845,12573
102.0000,1382.3192,680.4680,165.7004,-0.4662,0.8666,-0.1780,39.7421,1.0000,10.8853,5.8889,1.7798,7.1135,163.3044,169.3916,13547
103.0000,1381.8551,681.3356,165.5216,-0.4617,0.8687,-0.1794,38.0859,1.0000,10.2441,6.3535,1.5993,6.9637,162.6866,169.3732,14220
104.0000,1381.3959,682.2055,165.3418,-0.4569,0.8711,-0.1802,32.3978,1.0000,9.9995,6.7775,1.5448,6.4226,162.2439,169.3276,13111
105.0000,1380.9412,683.0776,165.1614,-0.4527,0.8732,-0.1805,19.5895,1.0000,10.2582,7.1582,1.4271,4.9942,161.8757,169.2881,13739
106.0000,1380.4904,683.9518,164.9809,-0.4490,0.8752,-0.1803,29.3168,1.0000,10.1872,7.2096,1.3856,6.1096,161.6174,169.2421,14712
107.0000,1380.0430,684.8279,164.8009,-0.4458,0.8769,-0.1797,52.6085,1.0000,10.0900,7.5670,1.3966,8.1843,161.2112,169.3485,13383
108.0000,1379.5987,685.7056,164.6217,-0.4430,0.8785,-0.1786,59.4266,1.0000,10.2247,7.7140,1.6596,8.6985,161.0901,168.9677,11141
109.0000,1379.1568,686.5849,164.4437,-0.4408,0.8800,-0.1771,56.7296,0.9722,11.1455,7.7492,1.7515,8.4988,160.8038,168.7893,10951
110.0000,1378.7170,687.4655,164.2675,-0.4389,0.8813,-0.1752,58.3025,1.0000,11.5520,7.4680,1.7143,8.6159,160.7492,168.4471,11600
111.0000,1378.2788,688.3474,164.0935,-0.4376,0.8824,-0.1728,58.9196,0.9861,11.4351,7.3153,1.7382,8.6613,160.8761,168.3730,11585
112.0000,1377.8417,689.2303,163.9221,-0.4366,0.8834,-0.1700,57.5907,1.0000,11.4772,7.0805,1.7371,8.5631,161.1421,168.4125,11744
113.0000,1377.4054,690.1142,163.7537,-0.4361,0.8843,-0.1667,44.2043,1.0000,11.6210,7.1950,1.6411,7.5022,160.9452,168.3006,12845
114.0000,1376.9694,690.9989,163.5888,-0.4360,0.8851,-0.1629,36.7797,1.0000,11.2346,7.2714,1.5572,6.8432,160.8414,168.2672,13758
115.0000,1376.5332,691.8843,163.4280,-0.4364,0.8857,-0.1587,5.1097,1.0000,10.9921,7.3305,1.5864,2.5507,160.7578,167.5175,13337
116.0000,1376.0964,692.7702,163.2717,-0.4372,0.8861,-0.1539,18.8737,1.0000,11.0186,7.4732,1.5273,4.9021,160.4847,167.8802,13318
117.0000,1375.6586,693.6564,163.1204,-0.4385,0.8864,-0.1485,6.7978,1.0000,11.1341,7.6383,1.4049,2.9420,160.1272,163.7130,15426
118.0000,1375.2193,694.5429,162.9748,-0.4402,0.8865,-0.1426,10.3096,1.0000,11.2301,7.9053,1.3836,3.6231,159.6939,163.5280,16325
119.0000,1374.7780,695.4294,162.8354,-0.4424,0.8864,-0.1361,11.4412,1.0000,11.0615,8.0236,1.4674,3.8167,159.1992,163.1407,14935
120.0000,1374.3342,696.3156,162.7029,-0.4452,0.8861,-0.1289,14.9905,1.0000,10.1864,8.3213,1.3574,4.3688,158.5057,166.9139,14302
121.0000,1373.8875,697.2015,162.5779,-0.4484,0.8856,-0.1209,44.8460,1.0000,10.0350,8.4394,1.3151,7.5564,158.2138,168.1129,14229
122.0000,1373.4372,698.0868,162.4613,-0.4522,0.8848,-0.1122,55.4987,1.0000,10.2756,8.7742,1.4189,8.4061,157.9853,167.0294,12565
123.0000,1372.9829,698.9711,162.3538,-0.4564,0.8838,-0.1028,54.3084,1.0000,9.6567,8.1433,1.3272,8.3155,158.2848,166.9208,12208
124.0000,1372.5248,699.8546,162.2556,-0.4595,0.8832,-0.0936,51.3915,1.0000,9.6751,8.0917,1.3692,8.0891,158.1905,166.4959,12395
125.0000,1372.0642,700.7377,162.1665,-0.4616,0.8831,-0.0846,47.9592,1.0000,9.4664,8.4750,1.1992,7.8143,158.1916,167.0908,13664
126.0000,1371.6021,701.6208,162.0864,-0.4624,0.8834,-0.0759,50.0499,1.0000,8.8933,8.5701,1.1883,7.9828,158.3265,167.4057,14147
127.0000,1371.1398,702.5047,162.0147,-0.4620,0.8843,-0.0675,53.7179,1.0000,8.6694,8.6195,1.1567,8.2702,158.3094,167.3050,13092
128.0000,1370.6785,703.3897,161.9513,-0.4603,0.8858,-0.0595,54.7809,1.0000,8.4636,8.7039,1.0833,8.3516,158.2227,167.1220,13025
129.0000,1370.2197,704.2765,161.8956,-0.4571,0.8879,-0.0519,56.7438,1.0000,8.7213,8.6757,1.1347,8.4999,158.2426,167.4072,12790
130.0000,1369.7647,705.1656,161.8473,-0.4526,0.8906,-0.0448,59.8330,1.0000,9.6612,8.8163,1.2078,8.7282,158.0580,167.3396,13684
131.0000,1369.3151,706.0579,161.8059,-0.4465,0.8940,-0.0381,62.0226,1.0000,10.1282,8.6833,1.2874,8.8865,158.1629,167.2976,13869
132.0000,1368.8722,706.9538,161.7708,-0.4389,0.8980,-0.0320,66.5933,1.0000,10.4474,9.0562,1.2602,9.2081,157.8252,167.3423,13060
133.0000,1368.4378,707.8540,161.7416,-0.4297,0.9026,-0.0265,72.3747,1.0000,10.8847,9.6877,1.2468,9.5995,157.1928,167.3456,14266
134.0000,1368.0133,708.7591,161.7176,-0.4189,0.9078,-0.0216,73.7616,1.0000,11.4439,9.7393,1.2522,9.6910,157.1977,167.4465,16013
135.0000,1367.6006,709.6697,161.6983,-0.4064,0.9136,-0.0172,75.9698,1.0000,12.0126,9.7764,1.3469,9.8350,157.2407,167.4749,15504
136.0000,1367.2012,710.5864,161.6829,-0.3921,0.9198,-0.0136,78.6929,1.0000,12.3841,9.8760,1.3717,10.0097,157.1752,167.4656,15106
137.0000,1366.8169,711.5095,161.6709,-0.3762,0.9265,-0.0106,79.6561,1.0000,12.7282,9.6882,1.5430,10.0708,157.3645,167.3990,13989
138.0000,1366.4493,712.4394,161.6615,-0.3586,0.9335,-0.0083,81.4318,1.0000,12.9309,9.6214,1.5611,10.1824,157.2392,167.2343,14292
139.0000,1366.1002,713.3765,161.6540,-0.3393,0.9407,-0.0068,79.2028,1.0000,12.9543,9.9419,1.4635,10.0421,156.7151,166.9892,14269
140.0000,1365.7712,714.3208,161.6478,-0.3186,0.9479,-0.0058,78.7862,1.0000,12.3833,9.8129,1.4372,10.0157,156.8199,166.9106,14154
141.0000,1365.4631,715.2721,161.6426,-0.2975,0.9547,-0.0046,74.2374,1.0000,12.1410,9.2128,1.4704,9.7222,157.4460,166.7831,13509
142.0000,1365.1763,716.2300,161.6387,-0.2761,0.9611,-0.0031,68.5413,1.0000,11.4764,8.8839,1.4227,9.3418,157.8057,167.5385,13418
143.0000,1364.9111,717.1942,161.6364,-0.2541,0.9672,-0.0015,59.9351,1.0000,9.9175,8.6787,1.2312,8.7357,157.9610,167.5361,13536
144.0000,1364.6681,718.1642,161.6358,-0.2317,0.9728,0.0005,58.0181,1.0000,9.4375,8.6609,1.2121,8.5948,157.7884,166.7480,13205
145.0000,1364.4478,719.1396,161.6374,-0.2088,0.9780,0.0027,58.5305,1.0000,9.4330,8.8465,1.2657,8.6327,157.6581,166.7377,12681
146.0000,1364.2507,720.1200,161.6412,-0.1853,0.9827,0.0051,59.7804,1.0000,10.0652,8.9549,1.3835,8.7244,157.7000,166.9855,11818
147.0000,1364.0775,721.1048,161.6477,-0.1611,0.9869,0.0078,62.1068,1.0000,10.6670,8.9796,1.3561,8.8925,157.7133,166.9912,11916
148.0000,1363.9288,722.0936,161.6570,-0.1362,0.9906,0.0108,61.3847,1.0000,10.5841,8.8046,1.2935,8.8407,157.8753,166.8813,12649
149.0000,1363.8053,723.0859,161.6695,-0.1106,0.9938,0.0141,59.1552,1.0000,10.5672,8.3968,1.3785,8.6786,157.9374,166.8774,12657
150.0000,1363.7078,724.0809,161.6854,-0.0842,0.9963,0.0177,58.6964,1.0000,10.5621,8.2317,1.3954,8.6449,157.8957,166.6459,12316
151.0000,1363.6372,725.0782,161.7051,-0.0569,0.9981,0.0217,55.9932,1.0000,10.0997,8.0917,1.3456,8.4435,158.0030,166.2253,13059
152.0000,1363.5943,726.0770,161.7288,-0.0287,0.9993,0.0259,54.3258,1.0000,9.6395,8.0068,1.3244,8.3168,158.3548,166.5977,13724
153.0000,1363.5800,727.0764,161.7569,0.0004,0.9995,0.0304,50.6401,1.0000,8.8249,7.7358,1.4259,8.0298,158.6220,166.6073,12020
154.0000,1363.5953,728.0757,161.7898,0.0305,0.9989,0.0353,46.0198,1.0000,8.8869,7.5308,1.4806,7.6547,158.7887,166.4803,11304
155.0000,1363.6412,729.0739,161.8277,0.0616,0.9973,0.0405,49.0950,1.0000,9.3485,7.6056,1.3853,7.9063,158.7876,166.6083,12284
156.0000,1363.7188,730.0699,161.8710,0.0937,0.9945,0.0461,56.2969,1.0000,11.2847,7.8540,1.4417,8.4664,158.7859,166.8445,13199
157.0000,1363.8290,731.0626,161.9201,0.1268,0.9906,0.0521,64.3578,1.0000,13.0845,7.9522,1.6644,9.0522,158.8171,166.9865,12504
158.0000,1363.9727,732.0506,161.9752,0.1605,0.9853,0.0582,68.0586,1.0000,14.2755,8.3708,1.8176,9.3089,158.6334,167.1857,13906
159.0000,1364.1480,733.0332,162.0358,0.1889,0.9800,0.0627,73.2574,1.0000,18.2154,8.5926,1.9232,9.6579,158.5481,167.2517,14693
160.0000,1364.3482,734.0109,162.0999,0.2105,0.9754,0.0652,69.2292,1.0000,19.6506,8.8640,1.9895,9.3886,158.1975,167.1708,16330
161.0000,1364.5667,734.9845,162.1656,0.2253,0.9721,0.0657,60.3745,1.0000,26.5590,8.4563,2.0308,8.7676,158.5765,167.2171,18428
162.0000,1364.7966,735.9555,162.2306,0.2333,0.9703,0.0641,59.4536,1.0000,23.7535,8.1766,1.8370,8.7005,158.9323,167.2826,16100
163.0000,1365.0311,736.9256,162.2931,0.2344,0.9703,0.0604,56.1582,1.0000,10.2994,7.8808,1.4586,8.4559,159.4046,167.5468,13415
164.0000,1365.2631,737.8966,162.3508,0.2284,0.9720,0.0546,55.8382,1.0000,9.8355,7.6278,1.4273,8.4318,159.7829,167.6944,13632
165.0000,1365.4854,738.8703,162.4016,0.2150,0.9755,0.0466,56.2862,1.0000,10.3392,7.4662,1.5042,8.4656,159.8857,167.7423,13843
166.0000,1365.6905,739.8481,162.4431,0.1939,0.9804,0.0362,58.1885,1.0000,10.7120,7.2245,1.5809,8.6074,159.8813,167.6000,12828
167.0000,1365.8705,740.8313,162.4731,0.1648,0.9860,0.0234,59.2489,1.0000,11.3493,7.0915,1.7276,8.6855,159.8792,167.5345,12603
168.0000,1366.0173,741.8202,162.4891,0.1275,0.9918,0.0081,58.7435,1.0000,11.3744,7.2988,1.7019,8.6484,159.9060,167.8017,12499
169.0000,1366.1226,742.8146,162.4886,0.0818,0.9966,-0.0095,55.1662,1.0000,10.6398,8.0673,1.4643,8.3809,159.9636,168.3689,13050
170.0000,1366.1782,743.8127,162.4693,0.0282,0.9992,-0.0294,53.2794,0.9861,10.6323,7.9493,1.5921,8.2363,160.0571,168.5091,12049
171.0000,1366.1766,744.8117,162.4292,-0.0325,0.9982,-0.0511,54.1357,1.0000,10.3856,7.4729,1.4667,8.3023,160.2366,168.5406,12523
172.0000,1366.1115,745.8074,162.3667,-0.0985,0.9924,-0.0740,47.9910,1.0000,10.6630,7.4284,1.3772,7.8169,160.3526,168.0857,13882
