s,x,y,z,tx,ty,tz
37.0,1376.2721,619.1349,164.8022,0.2033,0.9788,0.0266
38.0,1376.4796,620.1129,164.8246,0.2115,0.9772,0.0182
39.0,1376.6947,621.0894,164.8386,0.2186,0.9758,0.0098
40.0,1376.9165,622.0645,164.8443,0.2247,0.9744,0.0014
41.0,1377.1439,623.0383,164.8415,0.2300,0.9732,-0.0068
42.0,1377.3765,624.0107,164.8308,0.2353,0.9718,-0.0146
43.0,1377.6144,624.9819,164.8126,0.2404,0.9704,-0.0217
44.0,1377.8573,625.9516,164.7875,0.2455,0.9690,-0.0283
45.0,1378.1053,626.9198,164.7562,0.2505,0.9675,-0.0342
46.0,1378.3582,627.8866,164.7194,0.2553,0.9660,-0.0394
47.0,1378.6160,628.8519,164.6777,0.2601,0.9646,-0.0439
48.0,1378.8785,629.8158,164.6319,0.2648,0.9631,-0.0476
49.0,1379.1456,630.7782,164.5827,0.2694,0.9617,-0.0506
50.0,1379.4173,631.7392,164.5309,0.2739,0.9603,-0.0528
51.0,1379.6934,632.6988,164.4773,0.2783,0.9590,-0.0542
52.0,1379.9738,633.6571,164.4229,0.2825,0.9577,-0.0546
53.0,1380.2584,634.6142,164.3683,0.2867,0.9565,-0.0542
54.0,1380.5471,635.5702,164.3147,0.2907,0.9554,-0.0529
55.0,1380.8397,636.5250,164.2628,0.2945,0.9543,-0.0506
56.0,1381.1360,637.4788,164.2138,0.2982,0.9533,-0.0473
57.0,1381.4360,638.4317,164.1685,0.3018,0.9524,-0.0430
58.0,1381.7395,639.3836,164.1281,0.3051,0.9516,-0.0376
59.0,1382.0463,640.3348,164.0936,0.3083,0.9508,-0.0312
60.0,1382.3561,641.2852,164.0661,0.3114,0.9500,-0.0236
61.0,1382.6689,642.2348,164.0468,0.3141,0.9493,-0.0149
62.0,1382.9843,643.1837,164.0368,0.3167,0.9485,-0.0050
63.0,1383.3022,644.1318,164.0372,0.3190,0.9477,0.0061
64.0,1383.6223,645.0791,164.0494,0.3211,0.9469,0.0184
65.0,1383.9443,646.0255,164.0745,0.3228,0.9459,0.0320
66.0,1384.2678,646.9709,164.1137,0.3242,0.9448,0.0467
67.0,1384.5926,647.9151,164.1684,0.3253,0.9435,0.0627
68.0,1384.9184,648.8579,164.2396,0.3261,0.9420,0.0800
69.0,1385.2446,649.7989,164.3287,0.3264,0.9401,0.0984
70.0,1385.5710,650.7380,164.4368,0.3263,0.9379,0.1179
71.0,1385.8971,651.6746,164.5649,0.3257,0.9352,0.1386
72.0,1386.2223,652.6083,164.7143,0.3247,0.9321,0.1603
73.0,1386.5462,653.5387,164.8856,0.3224,0.9290,0.1819
74.0,1386.8657,654.4668,165.0767,0.3159,0.9276,0.1996
75.0,1387.1766,655.3945,165.2835,0.3051,0.9281,0.2133
76.0,1387.4743,656.3238,165.5019,0.2898,0.9308,0.2230
77.0,1387.7545,657.2567,165.7280,0.2698,0.9354,0.2286
78.0,1388.0123,658.1952,165.9578,0.2450,0.9418,0.2301
79.0,1388.2427,659.1409,166.1868,0.2150,0.9498,0.2272
80.0,1388.4404,660.0952,166.4107,0.1794,0.9589,0.2197
81.0,1388.5996,661.0589,166.6246,0.1380,0.9685,0.2073
82.0,1388.7145,662.0320,166.8236,0.0908,0.9776,0.1897
83.0,1388.7792,663.0137,167.0022,0.0378,0.9853,0.1667
84.0,1388.7883,664.0017,167.1551,-0.0204,0.9902,0.1384
85.0,1388.7370,664.9927,167.2773,-0.0827,0.9910,0.1052
86.0,1388.6220,665.9820,167.3642,-0.1475,0.9867,0.0679
87.0,1388.4427,666.9644,167.4128,-0.2097,0.9773,0.0299
88.0,1388.2057,667.9356,167.4255,-0.2627,0.9649,-0.0037
89.0,1387.9202,668.8937,167.4068,-0.3070,0.9511,-0.0329
90.0,1387.5942,669.8378,167.3610,-0.3438,0.9373,-0.0581
91.0,1387.2349,670.7684,167.2917,-0.3739,0.9240,-0.0797
92.0,1386.8482,671.6863,167.2026,-0.3985,0.9119,-0.0981
93.0,1386.4395,672.5927,167.0964,-0.4183,0.9011,-0.1139
94.0,1386.0129,673.4890,166.9756,-0.4342,0.8918,-0.1272
95.0,1385.5723,674.3768,166.8426,-0.4466,0.8840,-0.1385
96.0,1385.1208,675.2574,166.6992,-0.4560,0.8776,-0.1481
97.0,1384.6611,676.1324,166.5469,-0.4628,0.8726,-0.1561
98.0,1384.1959,677.0030,166.3874,-0.4674,0.8690,-0.1627
99.0,1383.7271,677.8707,166.2219,-0.4698,0.8666,-0.1681
100.0,1383.2569,678.7367,166.0515,-0.4704,0.8655,-0.1724
101.0,1382.7870,679.6020,165.8773,-0.4691,0.8655,-0.1757
102.0,1382.3192,680.4680,165.7004,-0.4662,0.8666,-0.1780
103.0,1381.8551,681.3356,165.5216,-0.4617,0.8687,-0.1794
104.0,1381.3959,682.2055,165.3418,-0.4569,0.8711,-0.1802
105.0,1380.9412,683.0776,165.1614,-0.4527,0.8732,-0.1805
106.0,1380.4904,683.9518,164.9809,-0.4490,0.8752,-0.1803
107.0,1380.0430,684.8279,164.8009,-0.4458,0.8769,-0.1797
108.0,1379.5987,685.7056,164.6217,-0.4430,0.8785,-0.1786
109.0,1379.1568,686.5849,164.4437,-0.4408,0.8800,-0.1771
110.0,1378.7170,687.4655,164.2675,-0.4389,0.8813,-0.1752
111.0,1378.2788,688.3474,164.0935,-0.4376,0.8824,-0.1728
112.0,1377.8417,689.2303,163.9221,-0.4366,0.8834,-0.1700
113.0,1377.4054,690.1142,163.7537,-0.4361,0.8843,-0.1667
114.0,1376.9694,690.9989,163.5888,-0.4360,0.8851,-0.1629
115.0,1376.5332,691.8843,163.4280,-0.4364,0.8857,-0.1587
116.0,1376.0964,692.7702,163.2717,-0.4372,0.8861,-0.1539
117.0,1375.6586,693.6564,163.1204,-0.4385,0.8864,-0.1485
118.0,1375.2193,694.5429,162.9748,-0.4402,0.8865,-0.1426
119.0,1374.7780,695.4294,162.8354,-0.4424,0.8864,-0.1361
120.0,1374.3342,696.3156,162.7029,-0.4452,0.8861,-0.1289
121.0,1373.8875,697.2015,162.5779,-0.4484,0.8856,-0.1209
122.0,1373.4372,698.0868,162.4613,-0.4522,0.8848,-0.1122
123.0,1372.9829,698.9711,162.3538,-0.4564,0.8838,-0.1028
124.0,1372.5248,699.8546,162.2556,-0.4595,0.8832,-0.0936
125.0,1372.0642,700.7377,162.1665,-0.4616,0.8831,-0.0846
126.0,1371.6021,701.6208,162.0864,-0.4624,0.8834,-0.0759
127.0,1371.1398,702.5047,162.0147,-0.4620,0.8843,-0.0675
128.0,1370.6785,703.3897,161.9513,-0.4603,0.8858,-0.0595
129.0,1370.2197,704.2765,161.8956,-0.4571,0.8879,-0.0519
130.0,1369.7647,705.1656,161.8473,-0.4526,0.8906,-0.0448
131.0,1369.3151,706.0579,161.8059,-0.4465,0.8940,-0.0381
132.0,1368.8722,706.9538,161.7708,-0.4389,0.8980,-0.0320
133.0,1368.4378,707.8540,161.7416,-0.4297,0.9026,-0.0265
134.0,1368.0133,708.7591,161.7176,-0.4189,0.9078,-0.0216
135.0,1367.6006,709.6697,161.6983,-0.4064,0.9136,-0.0172
136.0,1367.2012,710.5864,161.6829,-0.3921,0.9198,-0.0136
137.0,1366.8169,711.5095,161.6709,-0.3762,0.9265,-0.0106
138.0,1366.4493,712.4394,161.6615,-0.3586,0.9335,-0.0083
139.0,1366.1002,713.3765,161.6540,-0.3393,0.9407,-0.0068
140.0,1365.7712,714.3208,161.6478,-0.3186,0.9479,-0.0058
141.0,1365.4631,715.2721,161.6426,-0.2975,0.9547,-0.0046
142.0,1365.1763,716.2300,161.6387,-0.2761,0.9611,-0.0031
143.0,1364.9111,717.1942,161.6364,-0.2541,0.9672,-0.0015
144.0,1364.6681,718.1642,161.6358,-0.2317,0.9728,0.0005
145.0,1364.4478,719.1396,161.6374,-0.2088,0.9780,0.0027
146.0,1364.2507,720.1200,161.6412,-0.1853,0.9827,0.0051
147.0,1364.0775,721.1048,161.6477,-0.1611,0.9869,0.0078
148.0,1363.9288,722.0936,161.6570,-0.1362,0.9906,0.0108
149.0,1363.8053,723.0859,161.6695,-0.1106,0.9938,0.0141
150.0,1363.7078,724.0809,161.6854,-0.0842,0.9963,0.0177
151.0,1363.6372,725.0782,161.7051,-0.0569,0.9981,0.0217
152.0,1363.5943,726.0770,161.7288,-0.0287,0.9993,0.0259
153.0,1363.5800,727.0764,161.7569,0.0004,0.9995,0.0304
154.0,1363.5953,728.0757,161.7898,0.0305,0.9989,0.0353
155.0,1363.6412,729.0739,161.8277,0.0616,0.9973,0.0405
156.0,1363.7188,730.0699,161.8710,0.0937,0.9945,0.0461
157.0,1363.8290,731.0626,161.9201,0.1268,0.9906,0.0521
158.0,1363.9727,732.0506,161.9752,0.1605,0.9853,0.0582
159.0,1364.1480,733.0332,162.0358,0.1889,0.9800,0.0627
160.0,1364.3482,734.0109,162.0999,0.2105,0.9754,0.0652
161.0,1364.5667,734.9845,162.1656,0.2253,0.9721,0.0657
162.0,1364.7966,735.9555,162.2306,0.2333,0.9703,0.0641
163.0,1365.0311,736.9256,162.2931,0.2344,0.9703,0.0604
164.0,1365.2631,737.8966,162.3508,0.2284,0.9720,0.0546
165.0,1365.4854,738.8703,162.4016,0.2150,0.9755,0.0466
166.0,1365.6905,739.8481,162.4431,0.1939,0.9804,0.0362
167.0,1365.8705,740.8313,162.4731,0.1648,0.9860,0.0234
168.0,1366.0173,741.8202,162.4891,0.1275,0.9918,0.0081
169.0,1366.1226,742.8146,162.4886,0.0818,0.9966,-0.0095
170.0,1366.1782,743.8127,162.4693,0.0282,0.9992,-0.0294
171.0,1366.1766,744.8117,162.4292,-0.0325,0.9982,-0.0511
172.0,1366.1115,745.8074,162.3667,-0.0985,0.9924,-0.0740
173.0,1365.9786,746.7946,162.2810,-0.1677,0.9810,-0.0974
174.0,1365.7759,747.7675,162.1720,-0.2374,0.9639,-0.1204
175.0,1365.5065,748.7215,162.0418,-0.2994,0.9439,-0.1390
176.0,1365.1809,749.6556,161.8961,-0.3499,0.9245,-0.1515
177.0,1364.8098,750.5709,161.7404,-0.3909,0.9066,-0.1590
178.0,1364.4016,751.4694,161.5794,-0.4244,0.8908,-0.1624
179.0,1363.9631,752.3533,161.4168,-0.4516,0.8773,-0.1624
180.0,1363.5001,753.2249,161.2557,-0.4737,0.8662,-0.1594
181.0,1363.0172,754.0864,161.0989,-0.4915,0.8572,-0.1537
182.0,1362.5184,754.9400,160.9490,-0.5056,0.8504,-0.1456
183.0,1362.0070,755.7878,160.8084,-0.5166,0.8455,-0.1353
184.0,1361.4862,756.6316,160.6792,-0.5246,0.8425,-0.1227
185.0,1360.9587,757.4733,160.5638,-0.5300,0.8412,-0.1078
186.0,1360.4271,758.3144,160.4645,-0.5327,0.8415,-0.0905
187.0,1359.8942,759.1567,160.3836,-0.5328,0.8433,-0.0708
188.0,1359.3625,760.0015,160.3237,-0.5302,0.8465,-0.0485
189.0,1358.8347,760.8501,160.2875,-0.5248,0.8509,-0.0233
190.0,1358.3139,761.7036,160.2780,-0.5163,0.8564,0.0049
191.0,1357.8032,762.5631,160.2985,-0.5045,0.8627,0.0365
192.0,1357.3055,763.4288,160.3512,-0.4909,0.8685,0.0686
193.0,1356.8213,764.2996,160.4350,-0.4776,0.8730,0.0987
194.0,1356.3501,765.1744,160.5478,-0.4648,0.8764,0.1265
195.0,1355.8916,766.0520,160.6872,-0.4525,0.8787,0.1519
196.0,1355.4450,766.9316,160.8508,-0.4409,0.8804,0.1749
197.0,1355.0095,767.8125,161.0361,-0.4302,0.8813,0.1953
198.0,1354.5842,768.6942,161.2406,-0.4205,0.8819,0.2132
199.0,1354.1681,769.5762,161.4618,-0.4118,0.8821,0.2286
200.0,1353.7601,770.4583,161.6970,-0.4043,0.8822,0.2415
201.0,1353.3591,771.3405,161.9440,-0.3980,0.8821,0.2519
202.0,1352.9638,772.2226,162.2001,-0.3929,0.8821,0.2599
203.0,1352.5730,773.1047,162.4629,-0.3890,0.8822,0.2653
204.0,1352.1854,773.9870,162.7299,-0.3864,0.8824,0.2683
205.0,1351.7997,774.8696,162.9987,-0.3852,0.8828,0.2689
206.0,1351.4146,775.7527,163.2669,-0.3852,0.8834,0.2669
207.0,1351.0287,776.6364,163.5317,-0.3867,0.8841,0.2624
208.0,1350.6408,777.5210,163.7907,-0.3895,0.8850,0.2552
209.0,1350.2493,778.4064,164.0411,-0.3936,0.8859,0.2453
210.0,1349.8530,779.2929,164.2803,-0.3992,0.8869,0.2325
211.0,1349.4505,780.1802,164.5052,-0.4061,0.8877,0.2168
212.0,1349.0403,781.0682,164.7128,-0.4144,0.8883,0.1980
213.0,1348.6212,781.9566,164.9001,-0.4240,0.8884,0.1760
214.0,1348.1921,782.8448,165.0642,-0.4344,0.8878,0.1522
215.0,1347.7523,783.7318,165.2046,-0.4451,0.8862,0.1287
216.0,1347.3018,784.6168,165.3218,-0.4561,0.8836,0.1058
217.0,1346.8401,785.4988,165.4165,-0.4673,0.8801,0.0835
218.0,1346.3671,786.3768,165.4891,-0.4788,0.8758,0.0619
219.0,1345.8825,787.2500,165.5405,-0.4905,0.8705,0.0409
220.0,1345.3860,788.1175,165.5713,-0.5024,0.8644,0.0207
221.0,1344.8775,788.9785,165.5822,-0.5146,0.8574,0.0013
222.0,1344.3568,789.8321,165.5742,-0.5270,0.8497,-0.0172
223.0,1343.8235,790.6776,165.5481,-0.5396,0.8412,-0.0349
224.0,1343.2775,791.5143,165.5046,-0.5524,0.8320,-0.0517
225.0,1342.7187,792.3413,165.4449,-0.5654,0.8221,-0.0676
226.0,1342.1467,793.1582,165.3697,-0.5785,0.8115,-0.0826
227.0,1341.5616,793.9641,165.2799,-0.5919,0.8002,-0.0967
228.0,1340.9630,794.7584,165.1767,-0.6053,0.7884,-0.1097
229.0,1340.3509,795.5406,165.0608,-0.6189,0.7760,-0.1219
230.0,1339.7251,796.3101,164.9332,-0.6326,0.7630,-0.1331
231.0,1339.0856,797.0664,164.7950,-0.6464,0.7494,-0.1433
232.0,1338.4323,797.8088,164.6470,-0.6602,0.7354,-0.1526
233.0,1337.7652,798.5370,164.4901,-0.6741,0.7209,-0.1609
234.0,1337.0841,799.2504,164.3254,-0.6880,0.7059,-0.1683
235.0,1336.3891,799.9486,164.1538,-0.7019,0.6905,-0.1748
236.0,1335.6803,800.6312,163.9761,-0.7158,0.6746,-0.1804
237.0,1334.9576,801.2978,163.7933,-0.7296,0.6584,-0.1850
238.0,1334.2212,801.9479,163.6063,-0.7432,0.6418,-0.1888
239.0,1333.4712,802.5813,163.4160,-0.7568,0.6249,-0.1918
240.0,1332.7077,803.1976,163.2231,-0.7702,0.6077,-0.1938
241.0,1331.9309,803.7966,163.0286,-0.7834,0.5901,-0.1951
242.0,1331.1410,804.3778,162.8332,-0.7963,0.5724,-0.1956
243.0,1330.3383,804.9412,162.6377,-0.8090,0.5544,-0.1953
244.0,1329.5230,805.4865,162.4429,-0.8213,0.5365,-0.1942
245.0,1328.6963,806.0148,162.2495,-0.8319,0.5205,-0.1924
246.0,1327.8598,806.5283,162.0583,-0.8409,0.5068,-0.1900
247.0,1327.0151,807.0292,161.8697,-0.8484,0.4953,-0.1870
248.0,1326.1635,807.5195,161.6845,-0.8546,0.4858,-0.1833
249.0,1325.3062,808.0015,161.5032,-0.8597,0.4784,-0.1791
250.0,1324.4445,808.4771,161.3265,-0.8636,0.4731,-0.1743
251.0,1323.5794,808.9483,161.1549,-0.8665,0.4697,-0.1688
252.0,1322.7118,809.4172,160.9891,-0.8684,0.4684,-0.1627
253.0,1321.8429,809.8858,160.8297,-0.8693,0.4690,-0.1560
254.0,1320.9736,810.3560,160.6773,-0.8691,0.4718,-0.1485
255.0,1320.1050,810.8300,160.5329,-0.8679,0.4766,-0.1403
256.0,1319.2382,811.3098,160.3971,-0.8654,0.4835,-0.1312
257.0,1318.3745,811.7978,160.2709,-0.8617,0.4927,-0.1211
258.0,1317.5153,812.2961,160.1552,-0.8565,0.5043,-0.1100
259.0,1316.6621,812.8072,160.0512,-0.8496,0.5183,-0.0978
260.0,1315.8167,813.3335,159.9601,-0.8407,0.5349,-0.0843
261.0,1314.9814,813.8778,159.8832,-0.8295,0.5541,-0.0693
262.0,1314.1586,814.4427,159.8221,-0.8156,0.5762,-0.0527
263.0,1313.3512,815.0311,159.7784,-0.7985,0.6010,-0.0344
264.0,1312.5629,815.6457,159.7539,-0.7776,0.6286,-0.0142
265.0,1311.7961,816.2875,159.7498,-0.7565,0.6540,0.0055
266.0,1311.0488,816.9518,159.7641,-0.7387,0.6736,0.0227
267.0,1310.3173,817.6329,159.7944,-0.7250,0.6877,0.0374
268.0,1309.5971,818.3253,159.8380,-0.7162,0.6961,0.0492
269.0,1308.8829,819.0232,159.8919,-0.7131,0.6987,0.0581
270.0,1308.1688,819.7206,159.9531,-0.7162,0.6950,0.0637
271.0,1307.4482,820.4108,160.0182,-0.7262,0.6843,0.0658
272.0,1306.7139,821.0864,160.0833,-0.7438,0.6653,0.0638
273.0,1305.9580,821.7382,160.1442,-0.7693,0.6363,0.0572
274.0,1305.1728,822.3551,160.1960,-0.8020,0.5956,0.0460
275.0,1304.3532,822.9263,160.2371,-0.8373,0.5455,0.0368
276.0,1303.4979,823.4430,160.2708,-0.8732,0.4863,0.0314
277.0,1302.6072,823.8960,160.3012,-0.9078,0.4183,0.0302
278.0,1301.6835,824.2769,160.3327,-0.9390,0.3424,0.0335
279.0,1300.7312,824.5789,160.3697,-0.9645,0.2607,0.0412
280.0,1299.7568,824.7976,160.4163,-0.9827,0.1776,0.0523
281.0,1298.7687,824.9380,160.4745,-0.9924,0.1054,0.0641
282.0,1297.7741,825.0127,160.5446,-0.9960,0.0460,0.0760
283.0,1296.7778,825.0338,160.6266,-0.9961,-0.0020,0.0881
284.0,1295.7825,825.0120,160.7208,-0.9941,-0.0400,0.1004
285.0,1294.7898,824.9568,160.8276,-0.9912,-0.0691,0.1133
286.0,1293.8004,824.8763,160.9475,-0.9878,-0.0906,0.1267
287.0,1292.8143,824.7778,161.0812,-0.9844,-0.1052,0.1409
288.0,1291.8315,824.6681,161.2297,-0.9812,-0.1133,0.1561
289.0,1290.8517,824.5533,161.3939,-0.9782,-0.1153,0.1725
290.0,1289.8749,824.4395,161.5751,-0.9754,-0.1112,0.1903
291.0,1288.9009,824.3330,161.7750,-0.9725,-0.1008,0.2098
292.0,1287.9300,824.2402,161.9953,-0.9693,-0.0836,0.2312
293.0,1286.9626,824.1683,162.2381,-0.9652,-0.0589,0.2548
294.0,1286.0001,824.1252,162.5058,-0.9594,-0.0258,0.2810
295.0,1285.0448,824.1198,162.8010,-0.9507,0.0167,0.3098
296.0,1284.1003,824.1623,163.1263,-0.9374,0.0701,0.3412
297.0,1283.1724,824.2638,163.4842,-0.9172,0.1351,0.3748
298.0,1282.2692,824.4364,163.8764,-0.8873,0.2120,0.4095
299.0,1281.4019,824.6913,164.3030,-0.8449,0.2994,0.4433
300.0,1280.5843,825.0374,164.7618,-0.7880,0.3935,0.4735
301.0,1279.8306,825.4786,165.2478,-0.7172,0.4884,0.4971
