longitude,latitude,Label:string,TypeCode:string,Priority:string,APC_Diameter:string,APC_Depth:string,Comment:string,Feature:string
236.54211,-2.30566,CC0312,sky,2,n/a,n/a,skylight,point
236.5575,-2.31165,CC0313,sky,2,n/a,n/a,Skylight,point
236.59888,-2.32861,CC0314,sky,2,n/a,n/a,Skylight,point
235.96423,0.94824,CC0315,sky,2,n/a,n/a,Skylight,point
236.01147,0.96649,CC0316,sky,2,n/a,n/a,Skylight,point
236.03497,0.9762,CC0317,sky,2,n/a,n/a,Skylight,point
236.0426,0.97687,CC0318,sky,2,n/a,n/a,Skylight,point
236.92578,-0.44495,CC0319,sky,3,n/a,n/a,skylight,point
236.89893,-0.44836,CC0320,sky,3,n/a,n/a,skylight,point
236.82471,-0.45752,CC0321,sky,2,n/a,n/a,skylight,point
236.82141,-0.45996,CC0322,sky,3,n/a,n/a,skylight,point
236.7699,-0.46796,CC0323,sky,1,n/a,n/a,skylight,point
236.74097,-0.4765,CC0324,sky,1,n/a,n/a,skylight,point
236.6554,-0.4646,CC0325,sky,3,n/a,n/a,skylight,point
236.61182,-0.461,CC0326,sky,2,n/a,n/a,pinhole skylight,point
236.57727,-0.44562,CC0327,sky,2,n/a,n/a,skylight,point
237.01355,-0.38892,CC0328,sky,2,n/a,n/a,skylight,point
237.24365,-2.02808,CC0329,sky,2,n/a,n/a,skylight,point
237.2688,-2.55786,CC0330,sky,3,n/a,n/a,skylight,point
237.34241,-2.60449,CC0331,sky,1,n/a,n/a,skylight,point
237.37061,-2.64734,CC0332,sky,2,n/a,n/a,skylight,point
237.41223,-2.68079,CC0333,sky,3,n/a,n/a,skylight,point
237.42969,-2.7019,CC0334,sky,3,n/a,n/a,skylight,point
237.56226,-2.7793,CC0335,sky,2,n/a,n/a,skylight,point
237.58435,-2.78943,CC0336,sky,2,n/a,n/a,skylight,point
237.66418,-2.86365,CC0337,sky,2,n/a,n/a,skylight,point
235.65088,0.82007,CC0338,sky,3,n/a,n/a,skylight,point
235.6792,0.83447,CC0339,sky,3,n/a,n/a,skylight,point
235.7666,0.90088,CC0340,sky,3,n/a,n/a,skylight,point
235.74951,-0.39685,CC0341,sky,2,n/a,n/a,skylight,point
235.86951,-1.44678,CC0342,sky,3,n/a,n/a,skylight,point
235.87463,-1.44653,CC0343,sky,3,n/a,n/a,skylight,point
235.9563,-1.45911,CC0344,sky,1,n/a,n/a,skylight,point
235.97852,-1.46143,CC0345,sky,1,n/a,n/a,skylight,point
236.09814,1.3894,CC0346,sky,1,n/a,n/a,skylight,point
236.34741,0.56958,CC0347,sky,2,n/a,n/a,Skylight,point
236.33057,0.59424,CC0348,sky,0,n/a,n/a,Skylight,point
236.5813,-0.4447,CC0349,sky,1,n/a,n/a,skylight,point
236.65979,-0.46313,CC0350,sky,2,n/a,n/a,skylight,point
236.56573,-1.4953,CC0351,sky,2,n/a,n/a,skylight,point
236.56219,-1.49628,CC0352,sky,3,n/a,n/a,skylight,point
236.5744,-1.49963,CC0353,sky,1,n/a,n/a,skylight,point
236.57098,-1.50171,CC0354,sky,2,n/a,n/a,skylight,point
236.55325,-1.49161,CC0355,sky,2,n/a,n/a,skylight,point
236.72388,-1.60156,CC0356,sky,3,n/a,n/a,skylight,point
236.74512,-2.34644,CC0357,sky,2,n/a,n/a,skylight,point
236.91833,-2.82141,CC0358,sky,1,n/a,n/a,skylight,point
236.93835,-2.82422,CC0359,sky,2,n/a,n/a,skylight,point
236.96655,-2.8335,CC0360,sky,3,n/a,n/a,skylight,point
236.84589,-2.41782,CC0361,sky,2,n/a,n/a,skylight,point
236.69971,-0.74756,CC0362,sky,1,n/a,n/a,inflated flow skylight,point
234.57837,0.44641,CC0363,sky,2,n/a,n/a,skylight,point
234.66602,0.48364,CC0364,sky,2,n/a,n/a,skylight,point
234.65649,0.47278,CC0365,sky,2,n/a,n/a,skylight,point
234.65405,0.47131,CC0366,sky,2,n/a,n/a,skylight,point
234.62805,0.46216,CC0367,sky,2,n/a,n/a,skylight,point
234.65015,0.34631,CC0368,sky,1,n/a,n/a,Small rimless pit,point
234.69971,-0.00977,CC0369,sky,2,n/a,n/a,skylight,point
234.70776,-0.02905,CC0370,sky,2,n/a,n/a,skylight,point
234.75415,-0.08203,CC0371,sky,2,n/a,n/a,skylight,point
234.78723,-0.27966,CC0372,sky,3,n/a,n/a,skylight,point
234.58899,-0.28369,CC0373,sky,2,n/a,n/a,skylight,point
234.65332,-0.27771,CC0374,sky,3,n/a,n/a,skylight,point
234.64441,-0.6842,CC0375,sky,3,n/a,n/a,skylight,point
234.76611,-0.70105,CC0376,sky,2,n/a,n/a,skylight,point
234.82617,-0.70825,CC0377,sky,3,n/a,n/a,skylight,point
237.9574,-1.46094,CC0378,sky,2,n/a,n/a,skylight,point
237.95654,-1.45911,CC0379,sky,2,n/a,n/a,skylight,point
237.95288,-1.45691,CC0380,sky,2,n/a,n/a,skylight,point
237.95398,-1.45508,CC0381,sky,2,n/a,n/a,skylight,point
237.95337,-1.45325,CC0382,sky,2,n/a,n/a,skylight,point
237.95337,-1.45129,CC0383,sky,2,n/a,n/a,skylight,point
237.95227,-1.44995,CC0384,sky,2,n/a,n/a,skylight,point
237.94824,-1.44446,CC0385,sky,3,n/a,n/a,skylight,point
237.9491,-1.44275,CC0386,sky,3,n/a,n/a,skylight,point
234.63977,0.97668,CC0387,sky,1,n/a,n/a,skylight,point
234.70728,0.49927,CC0388,sky,2,n/a,n/a,skylight,point
234.72885,0.49,CC0389,sky,1,n/a,n/a,skylight,point
234.73291,0.49048,CC0390,sky,1,n/a,n/a,skylight,point
234.73322,0.48523,CC0391,sky,2,n/a,n/a,ph,point
234.77686,0.47864,CC0392,sky,2,n/a,n/a,skylight,point
234.90509,0.42365,CC0393,sky,2,n/a,n/a,skylight,point
234.89648,-0.30908,CC0394,sky,1,n/a,n/a,skylight,point
234.96667,-0.79126,CC0395,sky,2,n/a,n/a,skylight,point
235.02002,-2.61353,CC0396,sky,3,n/a,n/a,skylight,point
235.03223,-2.62354,CC0397,sky,3,n/a,n/a,skylight,point
235.32074,-2.71576,CC0398,sky,2,n/a,n/a,skylight,point
235.06384,-2.57727,CC0399,sky,3,n/a,n/a,skylight,point
234.94986,-2.55002,CC0400,sky,3,n/a,n/a,skylight,point
235.13513,-3.11353,CC0401,sky,2,n/a,n/a,skylight,point
235.17944,-3.12842,CC0402,sky,2,n/a,n/a,skylight,point
235.18918,-3.13107,CC0403,sky,1,n/a,n/a,skylight,point
235.50049,-3.30127,CC0404,sky,3,n/a,n/a,skylight,point
235.49341,-3.29761,CC0405,sky,2,n/a,n/a,skylight,point
235.48828,-3.29688,CC0406,sky,2,n/a,n/a,skylight,point
235.46069,-3.27222,CC0407,sky,1,n/a,n/a,skylight,point
235.3623,-3.19678,CC0408,sky,2,n/a,n/a,skylight,point
235.34692,-3.20654,CC0409,sky,1,n/a,n/a,skylight,point
235.02441,0.57617,CC0410,sky,2,n/a,n/a,skylight,point
234.04285,0.87329,CC0411,sky,2,n/a,n/a,skylight,point
234.27734,0.53442,CC0412,sky,2,n/a,n/a,skylight,point
234.27686,0.53687,CC0413,sky,2,n/a,n/a,skylight,point
234.23535,0.53979,CC0414,sky,1,n/a,n/a,skylight,point
234.23901,0.54199,CC0415,sky,1,n/a,n/a,skylight,point
344.21381,0.53928,CC0416,sky,3,n/a,n/a,skylight,point
233.94531,0.55078,CC0417,sky,2,n/a,n/a,skylight,point
234.07715,0.1958,CC0418,sky,2,n/a,n/a,skylight,point
234.10107,0.07813,CC0419,sky,2,n/a,n/a,skylight,point
234.43286,-0.24756,CC0420,sky,1,n/a,n/a,skylight,point
234.38037,-0.20679,CC0421,sky,3,n/a,n/a,skylight,point
234.37622,-0.20288,CC0422,sky,2,n/a,n/a,skylight,point
234.32892,-0.16151,CC0423,sky,2,n/a,n/a,skylight,point
234.32251,-0.15259,CC0424,sky,3,n/a,n/a,skylight,point
234.32104,-0.14941,CC0425,sky,2,n/a,n/a,skylight,point
234.31421,-0.13574,CC0426,sky,2,n/a,n/a,skylight,point
234.31421,-0.13281,CC0427,sky,2,n/a,n/a,skylight,point
234.30347,-0.12427,CC0428,sky,2,n/a,n/a,skylight,point
234.41284,-0.23828,CC0429,sky,2,n/a,n/a,skylight,point
234.26648,-0.12085,CC0430,sky,1,n/a,n/a,skylight,point
234.2644,-0.1228,CC0431,sky,2,n/a,n/a,skylight,point
234.20642,-0.10571,CC0432,sky,1,n/a,n/a,skylight,point
234.20471,-0.10559,CC0433,sky,1,n/a,n/a,skylight,point
234.20203,-0.10547,CC0434,sky,1,n/a,n/a,skylight,point
234.20154,-0.09424,CC0435,sky,1,n/a,n/a,skylight,point
234.19653,-0.08777,CC0436,sky,1,n/a,n/a,skylight,point
234.18701,-0.05212,CC0437,sky,2,n/a,n/a,skylight,point
234.18506,-0.04224,CC0438,sky,2,n/a,n/a,skylight,point
234.18311,-0.03943,CC0439,sky,1,n/a,n/a,skylight,point
234.16455,0.00781,CC0440,sky,2,n/a,n/a,skylight,point
234.1626,0.01099,CC0441,sky,2,n/a,n/a,skylight,point
234.16077,0.01172,CC0442,sky,2,n/a,n/a,skylight,point
234.15759,0.01465,CC0443,sky,2,n/a,n/a,skylight,point
234.3075,-0.01155,CC0444,sky,3,n/a,n/a,skylight,point
234.30853,-0.01246,CC0445,sky,3,n/a,n/a,skylight,point
234.3208,-0.01929,CC0446,sky,2,n/a,n/a,skylight,point
234.32373,-0.02393,CC0447,sky,2,n/a,n/a,skylight,point
234.32617,-0.02832,CC0448,sky,3,n/a,n/a,skylight,point
234.32886,-0.03418,CC0449,sky,2,n/a,n/a,skylight,point
234.33496,-0.04102,CC0450,sky,3,n/a,n/a,skylight,point
234.34912,-0.06079,CC0451,sky,2,n/a,n/a,skylight,point
234.19299,-0.55615,CC0452,sky,3,n/a,n/a,skylight,point
234.20093,-0.55774,CC0453,sky,2,n/a,n/a,skylight,point
234.11804,-0.56531,CC0454,sky,3,n/a,n/a,skylight,point
234.3103,-0.55786,CC0455,sky,2,n/a,n/a,skylight,point
234.29541,-0.48926,CC0456,sky,2,n/a,n/a,skylight,point
234.41553,-0.65698,CC0457,sky,1,n/a,n/a,skylight,point
234.39282,-0.64648,CC0458,sky,2,n/a,n/a,skylight,point
234.33008,-0.6167,CC0459,sky,2,n/a,n/a,skylight,point
234.31909,-0.66211,CC0460,sky,2,n/a,n/a,skylight,point
234.31787,-1.01831,CC0461,sky,1,n/a,n/a,skylight,point
234.3457,0.06494,CC0462,sky,1,n/a,n/a,skylight,point
234.34705,0.06494,CC0463,sky,1,n/a,n/a,skylight,point
237.81075,-2.43874,CC0464,sky,1,n/a,n/a,skylight,point
238.22772,-2.20355,CC0465,sky,1,n/a,n/a,skylight with no visible tube,point
238.22202,-2.20309,CC0466,sky,1,n/a,n/a,skylight with no visible tube,point
232.89737,-2.57767,CC0467,sky,2,n/a,n/a,pinhole skylight,point
232.89539,-2.24789,CC0468,sky,3,n/a,n/a,pinhole skylight,point
232.90546,-2.24948,CC0469,sky,2,n/a,n/a,pinhole skylight,point
232.9151,-2.24921,CC0470,sky,3,n/a,n/a,pinhole skylight,point
232.92227,-2.25186,CC0471,sky,3,n/a,n/a,pinhole skylight,point
232.93451,-2.25363,CC0472,sky,2,n/a,n/a,pinhole skylight,point
232.94708,-2.26227,CC0473,sky,3,n/a,n/a,pinhole skylight,point
232.95163,-2.28421,CC0474,sky,3,n/a,n/a,pinhole skylight,point
232.96127,-2.28998,CC0475,sky,2,n/a,n/a,pinhole skylight,point
242.30147,-17.15987,CC0476,sky,1,n/a,n/a,skylight,point
242.39783,-17.60699,CC0477,sky,2,n/a,n/a,pinhole skylight,point
241.9884,-17.6178,CC0478,sky,2,n/a,n/a,skylight pair,point
241.99146,-17.61658,CC0479,sky,2,n/a,n/a,skylight pair,point
241.88284,-2.27867,CC0480,sky,0,n/a,n/a,Small fracture skylight,point
241.8877,-2.27881,CC0481,sky,0,n/a,n/a,Large fracture skylight,point
241.9834,-2.27173,CC0482,sky,0,n/a,n/a,Largest fracture skylight,point
241.84131,-1.87769,CC0483,sky,3,n/a,n/a,Skylight candidate,point
241.84473,-1.88062,CC0484,sky,3,n/a,n/a,Skylight candidate,point
242.88058,-2.53265,CC0485,sky,2,n/a,n/a,Skylight candidate,point
242.06799,-2.00012,CC0486,sky,3,n/a,n/a,skylight,point
242.08026,-1.94751,CC0487,sky,3,n/a,n/a,small puncture skylight candidate,point
235.15869,-1.00293,CC0488,srp,3,n/a,n/a,Small rimless pit,point
241.90076,-12.57263,CC0489,srp,2,n/a,n/a,Small rimless pit,point
242.20044,-13.72852,CC0490,srp,2,n/a,n/a,Small rimless pit,point
241.46729,-13.4082,CC0491,srp,3,n/a,n/a,Small rimless pit,point
242.00928,-14.47632,CC0492,srp,1,n/a,n/a,Small rimless pit,point
241.90234,-17.32227,CC0493,srp,3,n/a,n/a,Small rimless pit,point
241.88037,-17.55811,CC0494,srp,3,n/a,n/a,Small rimless pit,point
240.77686,-11.95361,CC0495,srp,1,n/a,n/a,small rimless pit -- largish?,point
147.39064,25.41483,CC0496,srp,1,n/a,n/a,Elysium region,point
147.37791,25.40985,CC0497,srp,1,n/a,n/a,Elysium region,point
141.82776,31.13029,CC0498,srp,3,n/a,n/a,small candidates near uplift,point
142.21597,32.4014,CC0499,srp,2,n/a,n/a,dark rimless pit,point
142.35883,32.20986,CC0500,srp,3,n/a,n/a,dark rimless pit,point
139.35155,26.97774,CC0501,srp,1,n/a,n/a,small pit between troughs,point
145.15738,28.92876,CC0502,srp,2,n/a,n/a,deep-looking 100-m rimless pit,point
144.95251,29.48875,CC0503,srp,3,n/a,n/a,rimless pit in sinuous channel floor (fluvial?),point
239.75281,-1.2148,CC0504,srp,2,n/a,n/a,rimless pit,point
239.71254,-1.62982,CC0505,srp,2,n/a,n/a,rimless pit,point
238.83467,-5.13017,CC0506,srp,3,n/a,n/a,rimless pit,point
255.81567,16.17691,CC0507,srp,2,n/a,n/a,60m rimless pit,point
247.39505,20.14613,CC0508,srp,2,n/a,n/a,Small rimless pit,point
233.56261,-11.12969,CC0509,srp,1,n/a,n/a,"deep rimless pit, possible sloped entrance",point
234.66534,-14.08301,CC0510,srp,0,n/a,n/a,small rimless pit off Arsia's southwest flank,point
237.65158,-21.80383,CC0511,srp,2,n/a,n/a,pair of rimless pits at flow margin,point
237.65237,-21.80306,CC0512,srp,2,n/a,n/a,pair of rimless pits at flow margin,point
245.86523,3.99805,CC0513,srp,3,n/a,n/a,rimless pit - Pavonis north flank edge,point
248.12573,1.54126,CC0514,srp,3,n/a,n/a,rimless pit near Pavonis summit,point
260.36917,11.27306,CC0515,srp,3,n/a,n/a,50m Channel center smrp,point
254.56308,16.5162,CC0516,srp,2,n/a,n/a,50 m Channel edge smrp,point
259.62775,13.79756,CC0517,srp,2,n/a,n/a,110m Channel center,point
260.72101,11.89553,CC0518,srp,3,n/a,n/a,36m rimless pit in channel center,point
258.89587,13.68997,CC0519,srp,3,n/a,n/a,Interesting trio,point
257.70984,17.45486,CC0520,srp,2,n/a,n/a,Small rimless pit in field of secondaries,point
257.51483,16.91045,CC0521,srp,2,n/a,n/a,60m Channel smrp,point
252.22134,19.5945,CC0522,srp,2,n/a,n/a,45x60m srp at channel rim,point
252.29686,19.6115,CC0523,srp,2,n/a,n/a,Candidates at channel/fracture intersection,point
257.76648,20.15543,CC0524,srp,2,n/a,n/a,"Dark srp, impact? Albedo feature?",point
257.94684,19.7855,CC0525,srp,2,n/a,n/a,Craters cutting into inverted channelsrp,point
244.95894,17.14942,CC0526,srp,3,n/a,n/a,Channel rim srp,point
246.31197,12.88562,CC0527,srp,3,n/a,n/a,small rimless pit,point
245.75446,11.83345,CC0528,srp,1,n/a,n/a,60m rimless pit with dust bunny,point
245.88937,11.49842,CC0529,srp,2,n/a,n/a,Feature on channel wall and floor,point
241.85881,22.79249,CC0530,srp,3,n/a,n/a,small rimless pit,point
240.61383,1.12164,CC0531,srp,2,n/a,n/a,Tube skylight maybe?,point
240.71826,1.0499,CC0532,srp,1,n/a,n/a,70x100m small rimless pit in flood channel 32m deep,point
240.94637,-0.5468,CC0533,srp,0,n/a,n/a,140m small rimless pit in channel,point
243.58313,10.32749,CC0534,srp,3,n/a,n/a,Small rimless pit,point
243.95589,7.63903,CC0535,srp,2,n/a,n/a,Small rimless pit,point
243.37903,-6.71021,CC0536,srp,2,n/a,n/a,"80m smrp, >30m deep",point
243.24512,-4.50244,CC0537,srp,2,n/a,n/a,small rimless pit trench 150x50m,point
243.69482,-5.64697,CC0538,srp,2,n/a,n/a,typical smrp,point
246.12744,-2.75122,CC0539,srp,3,n/a,n/a,Small rimless pit,point
246.1123,-2.74829,CC0540,srp,3,n/a,n/a,Small rimless pit,point
240.72375,-1.87396,CC0541,srp,3,n/a,n/a,small smrps at edge of small impact,point
246.94409,-3.0293,CC0542,srp,2,n/a,n/a,Small rimless pit,point
246.72144,-1.24121,CC0543,srp,3,n/a,n/a,small rimless pit at edge of larger pit,point
245.05078,0.97021,CC0544,srp,2,n/a,n/a,"Pavonis flank, channel edge pit",point
249.05835,-3.93115,CC0545,srp,1,n/a,n/a,small rimless pit in flow,point
245.97803,-5.5498,CC0546,srp,2,n/a,n/a,Small rimless pit,point
245.49976,-7.70825,CC0547,srp,3,n/a,n/a,Small rimless pit,point
250.68768,-3.58107,CC0548,srp,2,n/a,n/a,Small rimless pit,point
250.6709,-2.03648,CC0549,srp,2,n/a,n/a,Small rimless pit,point
250.70448,-2.04361,CC0550,srp,2,n/a,n/a,Small rimless pit,point
250.82567,-2.67987,CC0551,srp,1,n/a,n/a,Small rimless pit,point
250.88794,-2.84816,CC0552,srp,2,n/a,n/a,Small rimless pit,point
245.30014,-6.15368,CC0553,srp,3,n/a,n/a,small rimless pit or black surface spot,point
245.45358,-7.2819,CC0554,srp,2,n/a,n/a,small rimless pit near channel cliff,point
245.448,-7.47129,CC0555,srp,3,n/a,n/a,Small rimless pit,point
248.78152,-1.7361,CC0556,srp,2,n/a,n/a,Small rimless pit,point
248.97821,-1.82726,CC0557,srp,3,n/a,n/a,Small rimless pit,point
248.87439,-2.20827,CC0558,srp,2,n/a,n/a,Small rimless pit,point
248.16745,-8.26559,CC0559,srp,2,n/a,n/a,Small rimless pit,point
248.19633,-8.26001,CC0560,srp,3,n/a,n/a,Small rimless pit,point
248.03525,-8.27131,CC0561,srp,3,n/a,n/a,Small rimless pit,point
244.89133,-5.90737,CC0562,srp,2,n/a,n/a,Small rimless pit,point
244.83768,-6.11237,CC0563,srp,2,n/a,n/a,Small rimless pit,point
245.09665,-7.53894,CC0564,srp,2,n/a,n/a,Small rimless pit,point
245.2103,-7.84471,CC0565,srp,3,n/a,n/a,Small rimless pit,point
245.43153,-10.59271,CC0566,srp,2,n/a,n/a,small rimless pit Irregular candidate,point
248.20219,-6.81642,CC0567,srp,2,n/a,n/a,Small rimless pit,point
248.22865,-6.82804,CC0568,srp,3,n/a,n/a,Small rimless pit,point
349.67337,31.04544,CC0569,srp,3,n/a,n/a,Crater floor smrp,point
348.8869,29.24847,CC0570,srp,2,n/a,n/a,small rimless pit w/ angel pattern or impact? vent?,point
349.14621,29.32395,CC0571,srp,1,n/a,n/a,irregular small rimless pit causing strong windstreak,point
349.02396,29.39133,CC0572,srp,2,n/a,n/a,small rimless pit with bimodal albedo wind pattern,point
349.11877,33.85615,CC0573,srp,2,n/a,n/a,pit as albedo source ~ interesting,point
248.66589,-2.30981,CC0574,srp,3,n/a,n/a,small rimless pit in channel,point
248.65698,-2.38062,CC0575,srp,3,n/a,n/a,small rimless pit in channel,point
248.6593,-2.39136,CC0576,srp,3,n/a,n/a,small rimless pit in channel,point
248.71228,-2.35413,CC0577,srp,2,n/a,n/a,small rimless pit in channel,point
248.73633,-2.05652,CC0578,srp,2,n/a,n/a,small rimless pit in channel,point
248.74219,-2.04297,CC0579,srp,3,n/a,n/a,small rimless pit in channel,point
248.8772,-1.73401,CC0580,srp,2,n/a,n/a,small rimless pit in channel,point
248.88129,-2.02808,CC0581,srp,3,n/a,n/a,small rimless pit in channel,point
249.14041,-3.39053,CC0582,srp,3,n/a,n/a,small rimless pit or partially buried impact,point
242.18161,-2.65948,CC0583,srp,3,n/a,n/a,Collapse pit,point
242.23071,-2.72461,CC0584,srp,2,n/a,n/a,Collapse pit at flow margin,point
242.20624,-3.19299,CC0585,srp,1,n/a,n/a,small rimless pit and bright albedo,point
246.97571,-2.87891,CC0586,srp,3,n/a,n/a,Small rimless pit,point
250.44739,-3.65747,CC0587,srp,2,n/a,n/a,Small rimless pit,point
243.95703,-5.85095,CC0588,srp,3,n/a,n/a,Small rimless pit,point
244.27344,-7.05786,CC0589,srp,3,n/a,n/a,Small rimless pit,point
250.7959,-2.44019,CC0590,srp,3,n/a,n/a,small rimless pit in channel,point
250.98749,-2.27551,CC0591,srp,3,n/a,n/a,small rimless pit in channel,point
249.86023,0.67963,CC0592,srp,2,n/a,n/a,Small rimless pit,point
249.883,0.69531,CC0593,srp,3,n/a,n/a,Small rimless pit,point
258.7858,11.03629,CC0594,srp,3,n/a,n/a,Channel pit,point
260.37622,11.17712,CC0595,srp,3,n/a,n/a,Channel pit,point
258.85345,6.12646,CC0596,srp,3,n/a,n/a,Channel pit,point
259.17007,9.38116,CC0597,srp,3,n/a,n/a,Small rimless pit,point
256.39062,2.79248,CC0598,srp,2,n/a,n/a,black spot - srp or albedo feature?,point
256.85059,5.48022,CC0599,srp,3,n/a,n/a,Small rimless pit,point
251.0144,5.51978,CC0600,srp,3,n/a,n/a,small rimless pit or impact spot?,point
257.93872,-1.57751,CC0601,srp,2,n/a,n/a,black hole in sun-facing wall - impact?,point
255.6499,5.50757,CC0602,srp,2,n/a,n/a,round black smrp,point
258.17419,-0.41638,CC0603,srp,3,n/a,n/a,Small rimless pit,point
259.50427,5.30017,CC0604,srp,3,n/a,n/a,dark spot / pit at flow margin,point
257.8783,0.45557,CC0605,srp,3,n/a,n/a,Small rimless pit,point
258.14795,9.15649,CC0606,srp,3,n/a,n/a,Small rimless pit,point
258.19263,9.21216,CC0607,srp,3,n/a,n/a,smrps in channel near margin of a thick flow,point
258.19202,9.21026,CC0608,srp,3,n/a,n/a,smrps in channel near margin of a thick flow,point
252.11548,4.28882,CC0609,srp,3,n/a,n/a,Pinhole in open plain ~ possible impact spot,point
260.53345,1.82349,CC0610,srp,3,n/a,n/a,Pinhole in mid flow ~ possible impact spot,point
251.35986,5.28027,CC0611,srp,3,n/a,n/a,Small pinhole with wind streak - impact?,point
258.31616,0.40686,CC0612,srp,3,n/a,n/a,Small rimless pit,point
258.31757,0.38208,CC0613,srp,3,n/a,n/a,Small rimless pit,point
257.28491,8.40088,CC0614,srp,3,n/a,n/a,Small rimless pit,point
257.43231,7.30457,CC0615,srp,2,n/a,n/a,small rimless pit with albedo tail at cliff edge,point
257.09753,5.81226,CC0616,srp,3,n/a,n/a,channel floor smrp,point
258.54425,6.75,CC0617,srp,2,n/a,n/a,small rimless pit at edge of buried ridge in flow,point
252.62622,7.51971,CC0618,srp,3,n/a,n/a,irregular smrp,point
256.08704,11.35876,CC0619,srp,2,n/a,n/a,Channel edge smrp,point
256.07715,11.14542,CC0620,srp,0,n/a,n/a,Dark collapse pit at edge of graben,point
252.78784,1.72705,CC0621,srp,3,n/a,n/a,Small black spot,point
252.211,-2.67542,CC0622,srp,3,n/a,n/a,Smrp,point
259.32837,9.53174,CC0623,srp,3,n/a,n/a,Irregular smrp,point
259.27417,12.29077,CC0624,srp,3,n/a,n/a,small rimless pit or black surface spot?,point
257.69031,8.66577,CC0625,srp,3,n/a,n/a,black spot pair - impa ct or smrp?,point
257.72217,9.11377,CC0626,srp,3,n/a,n/a,Dark smrp,point
256.05054,7.04443,CC0627,srp,3,n/a,n/a,small rimless pit at flow margin,point
256.20761,8.73166,CC0628,srp,3,n/a,n/a,Smrp,point
256.23047,8.66154,CC0629,srp,3,n/a,n/a,Smrp,point
231.69287,-0.953,CC0630,srp,3,n/a,n/a,small rimless pit pair or double impact w/ septum?,point
236.25122,0.39429,CC0631,srp,2,n/a,n/a,Pair of channel smrps,point
236.25049,0.39722,CC0632,srp,3,n/a,n/a,Pair of channel smrps,point
236.14673,0.43213,CC0633,srp,2,n/a,n/a,Channel small rimless pit,point
235.91443,0.45984,CC0634,srp,3,n/a,n/a,Channel smrp,point
235.90698,0.72607,CC0635,srp,3,n/a,n/a,Smrp,point
236.57214,-0.43701,CC0636,srp,3,n/a,n/a,Small rimless pit,point
236.66364,-1.55133,CC0637,srp,2,n/a,n/a,Small rimless pit,point
236.802,-1.64185,CC0638,srp,3,n/a,n/a,Small rimless pit,point
236.83374,-1.66174,CC0639,srp,2,n/a,n/a,Small rimless pit,point
236.8418,-1.66248,CC0640,srp,3,n/a,n/a,Small rimless pit,point
236.85028,-1.66728,CC0641,srp,3,n/a,n/a,Small rimless pit,point
239.28503,5.93365,CC0642,srp,3,n/a,n/a,channel,point
234.1543,0.17676,CC0643,srp,1,n/a,n/a,Small rimless pit,point
234.11963,-0.62549,CC0644,srp,3,n/a,n/a,Small rimless pit,point
234.32629,-1.0661,CC0645,srp,3,n/a,n/a,Small rimless pit,point
234.32556,-1.05035,CC0646,srp,3,n/a,n/a,Small rimless pit,point
234.32428,-1.04108,CC0647,srp,3,n/a,n/a,Small rimless pit,point
235.08496,-9.32257,CC0648,srp,1,n/a,n/a,Small rimless pit,point
235.075,-9.3367,CC0649,srp,3,n/a,n/a,Small rimless pit,point
234.40958,-6.58109,CC0650,srp,1,n/a,n/a,nice one on mesa,point
244.23061,-13.67106,CC0651,srp,3,n/a,n/a,pretty good smrp,point
250.11295,-12.60106,CC0652,srp,1,n/a,n/a,graben wall smrp,point
244.50348,-6.8344,CC0653,srp,3,n/a,n/a,Small rimless pit,point
243.57582,-16.0476,CC0654,srp,2,n/a,n/a,Small rimless pit,point
241.13222,-15.86448,CC0655,srp,2,n/a,n/a,Small rimless pit,point
241.24571,-16.9422,CC0656,srp,3,n/a,n/a,Small rimless pit,point
242.68875,-20.69154,CC0657,srp,2,n/a,n/a,Small rimless pit,point
242.60243,-19.84993,CC0658,srp,3,n/a,n/a,Small rimless pit,point
242.55748,-19.54928,CC0659,srp,3,n/a,n/a,Small rimless pit,point
242.54842,-19.59533,CC0660,srp,2,n/a,n/a,Small rimless pit,point
243.00545,-15.22204,CC0661,srp,3,n/a,n/a,Small rimless pit,point
243.14978,-15.76502,CC0662,srp,2,n/a,n/a,Small rimless pit,point
243.21822,-16.96885,CC0663,srp,3,n/a,n/a,Small rimless pit,point
243.56612,-16.81019,CC0664,srp,3,n/a,n/a,Small rimless pit,point
243.3999,-16.70497,CC0665,srp,2,n/a,n/a,Small rimless pit,point
242.96393,-12.69608,CC0666,srp,2,n/a,n/a,flow edge,point
243.72803,-15.67358,CC0667,srp,2,n/a,n/a,Small rimless pit,point
244.36346,-19.46603,CC0668,srp,2,n/a,n/a,Small rimless pit,point
244.21208,-18.00473,CC0669,srp,2,n/a,n/a,Small rimless pit,point
241.2489,-13.89941,CC0670,srp,2,n/a,n/a,Small rimless pit,point
241.23108,-13.91565,CC0671,srp,3,n/a,n/a,Small rimless pit,point
241.32251,-13.9895,CC0672,srp,2,n/a,n/a,Small rimless pit,point
241.20911,-14.0835,CC0673,srp,2,n/a,n/a,Small rimless pit,point
241.41968,-14.49976,CC0674,srp,2,n/a,n/a,Small rimless pit,point
241.41382,-14.6001,CC0675,srp,2,n/a,n/a,Small rimless pit,point
241.55225,-14.85986,CC0676,srp,2,n/a,n/a,Small rimless pit,point
241.4502,-14.37183,CC0677,srp,1,n/a,n/a,Small rimless pit,point
